claim_id,qkey,value,unit,category,file,line,quoted_context
L2-445,extract_rules_topconf_15_conf,1.000,confidence,deterministic,pipeline_214m.log,2360,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01348 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033
L2-446,extract_rules_topconf_15_lift,681,lift (x),deterministic,pipeline_214m.log,2360,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01348 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033
L2-447,extract_rules_topconf_16_conf,1.000,confidence,deterministic,pipeline_214m.log,2361,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01824 + GO:0003723 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033
L2-448,extract_rules_topconf_16_lift,681,lift (x),deterministic,pipeline_214m.log,2361,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 681x PF01824 + GO:0003723 + GO:0009507 => plddt_mean_med + GO:0006397 + GO:0008033
L2-449,extract_rules_topconf_17_conf,1.000,confidence,deterministic,pipeline_214m.log,2362,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 663x PF01824 + PF01348 + GO:0009507 + GO:0006397 => plddt_mean_med + GO:0003723 + GO:0008033
L2-450,extract_rules_topconf_17_lift,663,lift (x),deterministic,pipeline_214m.log,2362,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 663x PF01824 + PF01348 + GO:0009507 + GO:0006397 => plddt_mean_med + GO:0003723 + GO:0008033
L2-451,extract_rules_topconf_18_conf,1.000,confidence,deterministic,pipeline_214m.log,2363,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 663x PF01348 + GO:0009507 + GO:0006397 => plddt_mean_med + GO:0003723 + GO:0008033
L2-452,extract_rules_topconf_18_lift,663,lift (x),deterministic,pipeline_214m.log,2363,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 663x PF01348 + GO:0009507 + GO:0006397 => plddt_mean_med + GO:0003723 + GO:0008033
L2-453,extract_rules_topconf_19_conf,1.000,confidence,deterministic,pipeline_214m.log,2364,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 663x PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0008033
L2-454,extract_rules_topconf_19_lift,663,lift (x),deterministic,pipeline_214m.log,2364,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 663x PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0008033
L2-455,extract_rules_topconf_20_conf,1.000,confidence,deterministic,pipeline_214m.log,2365,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 663x PF01824 + PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0008033
L2-456,extract_rules_topconf_20_lift,663,lift (x),deterministic,pipeline_214m.log,2365,[TOP 20 BY CONFIDENCE] conf=1.000 lift= 663x PF01824 + PF01348 + GO:0009507 => plddt_mean_med + GO:0003723 + GO:0008033
L2-457,extract_rules_count,"53,447",association rules (summary),deterministic,pipeline_214m.log,2368,"Total rules: 53,447"
L2-458,extract_rules_conf_ge99,"12,776",rules with confidence >= 99%,deterministic,pipeline_214m.log,2369,"Confidence >= 99%: 12,776"
L2-459,extract_rules_conf_ge90,"31,775",rules with confidence >= 90%,deterministic,pipeline_214m.log,2370,"Confidence >= 90%: 31,775"
L2-460,extract_rules_lift_ge5,"51,126",rules with lift >= 5.0,deterministic,pipeline_214m.log,2371,"Lift >= 5.0: 51,126"
L2-461,extract_rules_lift_ge100,"40,428",rules with lift >= 100,deterministic,pipeline_214m.log,2372,"Lift >= 100: 40,428"
L2-462,extract_rules_cross_domain,"45,286",cross-domain rules (Pfam<=>GO),deterministic,pipeline_214m.log,2373,"Cross-domain (Pfam<=>GO): 45,286"
L2-463,meta_log_pipeline_end_timestamp,Mon Feb  9 04:48:08 UTC 2026,timestamp (pipeline end banner),external-fact,pipeline_214m.log,2376,=== PIPELINE COMPLETE — Mon Feb 9 04:48:08 UTC 2026 ===
L2-464,run_super_support_pct,0.01,% support (on '214M TrEMBL'),method-parameter,ultra_mining.log,1,>>> ULTRA LOW SUPPORT: 0.01% on 214M TrEMBL
L2-465,dataset_plddt_pass,"205,620,298",transactions (total in parquet),deterministic,ultra_mining.log,3,"Total transactions: 205,620,298"
L2-466,dataset_multi_feature,"76,890,945",transactions with >1 item,deterministic,ultra_mining.log,4,"With >1 item: 76,890,945"
L2-467,run_super_min_count,"7,689",min support count (script-computed; '0.01%'),method-parameter,ultra_mining.log,5,"Min support = 0.01% = 7,689 proteins"
L2-468,run_super_support_pct,0.01,% support (banner),method-parameter,ultra_mining.log,7,>>> GPU-RESIDENT STREAMING APRIORI — 0.01% SUPPORT
L2-469,hw_gpu_model,H100s (plural),GPU name (only hardware string in any log),hardware-dependent,ultra_mining.log,8,>>> RELEASING THE H100s...
L2-470,run_super_son_time_s,257.6,s (mining),hardware-dependent,ultra_mining.log,12,Time: 257.6s
L2-471,run_super_itemsets,"51,124",itemsets (total),deterministic,ultra_mining.log,13,"Itemsets: 51,124"
L2-472,kdist_super_son_k1_count,455,itemsets K=1,deterministic,ultra_mining.log,14,[K-dist] K=1: 455
L2-473,kdist_super_son_k2_count,"4,152",itemsets K=2,deterministic,ultra_mining.log,15,"[K-dist] K=2: 4,152"
L2-474,kdist_super_son_k3_count,"8,936",itemsets K=3,deterministic,ultra_mining.log,16,"[K-dist] K=3: 8,936"
L2-475,kdist_super_son_k4_count,"10,191",itemsets K=4,deterministic,ultra_mining.log,17,"[K-dist] K=4: 10,191"
L2-476,kdist_super_son_k5_count,"9,153",itemsets K=5,deterministic,ultra_mining.log,18,"[K-dist] K=5: 9,153"
L2-477,kdist_super_son_k6_count,"7,177",itemsets K=6,deterministic,ultra_mining.log,19,"[K-dist] K=6: 7,177"
L2-478,kdist_super_son_k7_count,"5,217",itemsets K=7,deterministic,ultra_mining.log,20,"[K-dist] K=7: 5,217"
L2-479,kdist_super_son_k8_count,"3,208",itemsets K=8,deterministic,ultra_mining.log,21,"[K-dist] K=8: 3,208"
L2-480,kdist_super_son_k9_count,"1,651",itemsets K=9,deterministic,ultra_mining.log,22,"[K-dist] K=9: 1,651"
L2-481,kdist_super_son_k10_count,707,itemsets K=10,deterministic,ultra_mining.log,23,[K-dist] K=10: 707
L2-482,kdist_super_son_k11_count,222,itemsets K=11,deterministic,ultra_mining.log,24,[K-dist] K=11: 222
L2-483,kdist_super_son_k12_count,48,itemsets K=12,deterministic,ultra_mining.log,25,[K-dist] K=12: 48
L2-484,kdist_super_son_k13_count,7,itemsets K=13,deterministic,ultra_mining.log,26,[K-dist] K=13: 7
L2-485,pattern_super_son_k2_1_support_frac,0.07093,support (fraction),deterministic,ultra_mining.log,32,"[K=2 pattern] support=0.07093 (5,453,948 proteins) — plddt_mean_high + GO:0046872"
L2-486,pattern_super_son_k2_1_support,"5,453,948",proteins (itemset support count),deterministic,ultra_mining.log,32,"[K=2 pattern] support=0.07093 (5,453,948 proteins) — plddt_mean_high + GO:0046872"
L2-487,pattern_super_son_k2_2_support_frac,0.05538,support (fraction),deterministic,ultra_mining.log,34,"[K=2 pattern] support=0.05538 (4,257,942 proteins) — plddt_mean_med + GO:0005737"
L2-488,pattern_super_son_k2_2_support,"4,257,942",proteins (itemset support count),deterministic,ultra_mining.log,34,"[K=2 pattern] support=0.05538 (4,257,942 proteins) — plddt_mean_med + GO:0005737"
L2-489,pattern_super_son_k2_3_support_frac,0.04204,support (fraction),deterministic,ultra_mining.log,36,"[K=2 pattern] support=0.04204 (3,232,658 proteins) — plddt_mean_high + GO:0005524"
L2-490,pattern_super_son_k2_3_support,"3,232,658",proteins (itemset support count),deterministic,ultra_mining.log,36,"[K=2 pattern] support=0.04204 (3,232,658 proteins) — plddt_mean_high + GO:0005524"
L2-491,pattern_super_son_k1_1_support_frac,0.10739,support (fraction),deterministic,ultra_mining.log,40,"[K=1 pattern] support=0.10739 (8,257,363 proteins) — GO:0005737"
L2-492,pattern_super_son_k1_1_support,"8,257,363",proteins (itemset support count),deterministic,ultra_mining.log,40,"[K=1 pattern] support=0.10739 (8,257,363 proteins) — GO:0005737"
L2-493,pattern_super_son_k1_2_support_frac,0.08286,support (fraction),deterministic,ultra_mining.log,42,"[K=1 pattern] support=0.08286 (6,370,846 proteins) — GO:0005829"
L2-494,pattern_super_son_k1_2_support,"6,370,846",proteins (itemset support count),deterministic,ultra_mining.log,42,"[K=1 pattern] support=0.08286 (6,370,846 proteins) — GO:0005829"
L2-495,pattern_super_son_k1_3_support_frac,0.06854,support (fraction),deterministic,ultra_mining.log,44,"[K=1 pattern] support=0.06854 (5,270,392 proteins) — GO:0003677"
L2-496,pattern_super_son_k1_3_support,"5,270,392",proteins (itemset support count),deterministic,ultra_mining.log,44,"[K=1 pattern] support=0.06854 (5,270,392 proteins) — GO:0003677"
L2-497,download_size_gib,149GiB,aria2c total size (uniprot_trembl.dat.gz),external-fact,watcher.log,4,"[aria2c progress line, 2612 bytes, 45 snapshots / 25 distinct] first: [145G] 62GiB/149GiB(42%) CN:16 DL:50MiB ETA:29m13s"
L2-498,download_progress_first,62GiB/149GiB (42%),"first snapshot (DL 50MiB/s, ETA 29m13s)",hardware-dependent,watcher.log,4,[aria2c first snapshot] [145G] 62GiB/149GiB(42%) CN:16 DL:50MiB ETA:29m13s
L2-499,download_progress_last,145GiB/149GiB (97%),"last snapshot (DL 55MiB/s, ETA 1m18s); no 100% snapshot present",hardware-dependent,watcher.log,4,[aria2c last snapshot] [150G] 145GiB/149GiB(97%) CN:16 DL:55MiB ETA:1m18s
L2-500,download_connections,16,aria2c connections (CN),method-parameter,watcher.log,4,[aria2c] CN:16 in all 45 snapshots
L2-501,download_speed_mib_s,26–100,MiB/s download rate range across snapshots,hardware-dependent,watcher.log,4,"[aria2c] DL values observed: 26, 39, 44, 46, 47, 48, 50, 54, 55, 56, 57, 60, 63, 64, 66, 67, 69, 73, 77, 100 MiB"
L2-502,download_disk_usage_bracket,145G → 150G,disk usage bracket ([NNNG] prefix) first → last,hardware-dependent,watcher.log,4,"[aria2c] bracket prefix values: 145, 146, 147, 148, 149, 150"
L2-503,download_snapshot_count,45 / 25 (CR-separated segments: 46),snapshots (total / consecutive-distinct),software,watcher.log,4,[aria2c] 62GiB(42%) DL:50MiB ETA:29m13s ; 66GiB(44%) DL:57MiB ETA:24m53s ; 70GiB(47%) DL:66MiB ETA:20m24s ; 73GiB(49%) DL:50MiB ETA:25m29s ; 76GiB(51%) DL:46MiB ETA:26m59s ; 83GiB(55%) DL:64MiB ETA:17m26s ; …
L2-504,dataset_annotation_gb,150G,file size (downloaded uniprot_trembl.dat.gz),external-fact,watcher.log,6,>>> aria2c FINISHED! File size: 150G
L2-505,meta_log_pipeline_start_timestamp,Mon Feb  9 03:40:36 UTC 2026,timestamp (watcher hand-off to pipeline),external-fact,watcher.log,7,>>> Starting full pipeline at Mon Feb 9 03:40:36 UTC 2026
L2-506,dataset_metadata_rows,214M,"proteins (nominal, pipeline banner)",external-fact,watcher.log,11,=== FULL 214M AlphaFold Pipeline ===
L2-507,meta_log_pipeline_start_timestamp,Mon Feb  9 03:40:36 UTC 2026,timestamp (pipeline start banner),external-fact,watcher.log,12,=== Mon Feb 9 03:40:36 UTC 2026 ===
L2-508,dataset_annotation_gb,150G,"file size (uniprot_trembl.dat.gz, du/ls -h style)",external-fact,watcher.log,16,TrEMBL: 150G
L2-509,extract_csv_rows,214683830,"rows (plddt_metadata.csv, incl. header)",external-fact,watcher.log,17,pLDDT: 214683830 rows
L2-510,meta_log_extract_start_timestamp,2026-02-09T03:40:38.963Z,timestamp (af-extract start),external-fact,watcher.log,18,[2026-02-09T03:40:38.963Z INFO af_extract] === Build Transactions from Metadata (pLDDT + annotations) ===
L2-511,extract_progress_dat_parsed,100K → 202500K,"DAT records parsed (2025 periodic lines, step [100] K, 2026-02-09T03:40:40.224Z → 2026-02-09T04:36:18.840Z)",external-fact,watcher.log,20–2044,[consolidated periodic] first: [2026-02-09T03:40:40.224Z INFO af_extract::annotations] Parsed 100K DAT records... … last: [2026-02-09T04:36:18.840Z INFO af_extract::annotations] Parsed 202500K DAT records...
L2-512,extract_dat_records,202556314,annotation records loaded from DAT,external-fact,watcher.log,2045,"[2026-02-09T04:36:19.489Z INFO af_extract::annotations] Loaded 202556314 annotations (25475 Pfam domains, 26536 GO terms)"
L2-513,extract_dat_pfam_unique,25475,distinct Pfam domains in DAT,external-fact,watcher.log,2045,"[2026-02-09T04:36:19.489Z INFO af_extract::annotations] Loaded 202556314 annotations (25475 Pfam domains, 26536 GO terms)"
L2-514,extract_dat_go_unique,26536,distinct GO terms in DAT,external-fact,watcher.log,2045,"[2026-02-09T04:36:19.489Z INFO af_extract::annotations] Loaded 202556314 annotations (25475 Pfam domains, 26536 GO terms)"
L2-515,extract_csv_accession_col_index,0,CSV column index (Accession = 'accession'),software,watcher.log,2047,[2026-02-09T04:36:19.489Z INFO af_extract] Accession column: 'accession' (index 0)
L2-516,extract_csv_plddt_col_index,1,CSV column index (pLDDT = 'mean_plddt'),software,watcher.log,2048,[2026-02-09T04:36:19.489Z INFO af_extract] pLDDT column: 'mean_plddt' (index 1)
L2-517,extract_progress_csv_read,9566439,proteins passed pLDDT filter after 10M rows,deterministic,watcher.log,2049,[pLDDT CSV progress] [2026-02-09T04:36:21.257Z INFO af_extract] Read 10M rows (9566439 passed filter)...
L2-518,extract_progress_csv_read,19130885,proteins passed pLDDT filter after 20M rows,deterministic,watcher.log,2050,[pLDDT CSV progress] [2026-02-09T04:36:23.043Z INFO af_extract] Read 20M rows (19130885 passed filter)...
L2-519,extract_progress_csv_read,28709742,proteins passed pLDDT filter after 30M rows,deterministic,watcher.log,2051,[pLDDT CSV progress] [2026-02-09T04:36:24.853Z INFO af_extract] Read 30M rows (28709742 passed filter)...
L2-520,extract_progress_csv_read,38287797,proteins passed pLDDT filter after 40M rows,deterministic,watcher.log,2052,[pLDDT CSV progress] [2026-02-09T04:36:26.648Z INFO af_extract] Read 40M rows (38287797 passed filter)...
L2-521,extract_progress_csv_read,47865323,proteins passed pLDDT filter after 50M rows,deterministic,watcher.log,2053,[pLDDT CSV progress] [2026-02-09T04:36:28.480Z INFO af_extract] Read 50M rows (47865323 passed filter)...
L2-522,extract_progress_csv_read,57442488,proteins passed pLDDT filter after 60M rows,deterministic,watcher.log,2054,[pLDDT CSV progress] [2026-02-09T04:36:30.545Z INFO af_extract] Read 60M rows (57442488 passed filter)...
L2-523,extract_progress_csv_read,67021898,proteins passed pLDDT filter after 70M rows,deterministic,watcher.log,2055,[pLDDT CSV progress] [2026-02-09T04:36:32.427Z INFO af_extract] Read 70M rows (67021898 passed filter)...
L2-524,extract_progress_csv_read,76600156,proteins passed pLDDT filter after 80M rows,deterministic,watcher.log,2056,[pLDDT CSV progress] [2026-02-09T04:36:34.393Z INFO af_extract] Read 80M rows (76600156 passed filter)...
L2-525,extract_progress_csv_read,86178558,proteins passed pLDDT filter after 90M rows,deterministic,watcher.log,2057,[pLDDT CSV progress] [2026-02-09T04:36:36.295Z INFO af_extract] Read 90M rows (86178558 passed filter)...
L2-526,extract_progress_csv_read,95756671,proteins passed pLDDT filter after 100M rows,deterministic,watcher.log,2058,[pLDDT CSV progress] [2026-02-09T04:36:38.212Z INFO af_extract] Read 100M rows (95756671 passed filter)...
L2-527,extract_progress_csv_read,105334770,proteins passed pLDDT filter after 110M rows,deterministic,watcher.log,2059,[pLDDT CSV progress] [2026-02-09T04:36:40.093Z INFO af_extract] Read 110M rows (105334770 passed filter)...
L2-528,extract_progress_csv_read,114912567,proteins passed pLDDT filter after 120M rows,deterministic,watcher.log,2060,[pLDDT CSV progress] [2026-02-09T04:36:41.959Z INFO af_extract] Read 120M rows (114912567 passed filter)...
L2-529,extract_progress_csv_read,124492183,proteins passed pLDDT filter after 130M rows,deterministic,watcher.log,2061,[pLDDT CSV progress] [2026-02-09T04:36:43.844Z INFO af_extract] Read 130M rows (124492183 passed filter)...
L2-530,extract_progress_csv_read,134070226,proteins passed pLDDT filter after 140M rows,deterministic,watcher.log,2062,[pLDDT CSV progress] [2026-02-09T04:36:45.758Z INFO af_extract] Read 140M rows (134070226 passed filter)...
L2-531,extract_progress_csv_read,143648378,proteins passed pLDDT filter after 150M rows,deterministic,watcher.log,2063,[pLDDT CSV progress] [2026-02-09T04:36:47.702Z INFO af_extract] Read 150M rows (143648378 passed filter)...
L2-532,extract_progress_csv_read,153228159,proteins passed pLDDT filter after 160M rows,deterministic,watcher.log,2064,[pLDDT CSV progress] [2026-02-09T04:36:49.552Z INFO af_extract] Read 160M rows (153228159 passed filter)...
L2-533,extract_progress_csv_read,162806075,proteins passed pLDDT filter after 170M rows,deterministic,watcher.log,2065,[pLDDT CSV progress] [2026-02-09T04:36:51.414Z INFO af_extract] Read 170M rows (162806075 passed filter)...
L2-534,extract_progress_csv_read,172385565,proteins passed pLDDT filter after 180M rows,deterministic,watcher.log,2066,[pLDDT CSV progress] [2026-02-09T04:36:53.274Z INFO af_extract] Read 180M rows (172385565 passed filter)...
L2-535,extract_progress_csv_read,181963510,proteins passed pLDDT filter after 190M rows,deterministic,watcher.log,2067,[pLDDT CSV progress] [2026-02-09T04:36:55.195Z INFO af_extract] Read 190M rows (181963510 passed filter)...
L2-536,extract_progress_csv_read,191542750,proteins passed pLDDT filter after 200M rows,deterministic,watcher.log,2068,[pLDDT CSV progress] [2026-02-09T04:36:57.172Z INFO af_extract] Read 200M rows (191542750 passed filter)...
L2-537,extract_progress_csv_read,201120299,proteins passed pLDDT filter after 210M rows,deterministic,watcher.log,2069,[pLDDT CSV progress] [2026-02-09T04:36:59.041Z INFO af_extract] Read 210M rows (201120299 passed filter)...
L2-538,dataset_metadata_rows,214683829,"rows read (plddt_metadata.csv, data rows)",external-fact,watcher.log,2070,"[2026-02-09T04:36:59.926Z INFO af_extract] Read 214683829 rows: 205620298 passed pLDDT filter (>= 50), 9063531 skipped"
L2-539,dataset_plddt_pass,205620298,proteins passed pLDDT filter,deterministic,watcher.log,2070,"[2026-02-09T04:36:59.926Z INFO af_extract] Read 214683829 rows: 205620298 passed pLDDT filter (>= 50), 9063531 skipped"
L2-540,extract_min_plddt,50,min pLDDT threshold (>=),method-parameter,watcher.log,2070,"[2026-02-09T04:36:59.926Z INFO af_extract] Read 214683829 rows: 205620298 passed pLDDT filter (>= 50), 9063531 skipped"
L2-541,extract_plddt_skipped,9063531,proteins skipped (pLDDT < 50),deterministic,watcher.log,2070,"[2026-02-09T04:36:59.926Z INFO af_extract] Read 214683829 rows: 205620298 passed pLDDT filter (>= 50), 9063531 skipped"
L2-542,dataset_plddt_pass,205620298,proteins (frequency counting),deterministic,watcher.log,2071,[2026-02-09T04:36:59.926Z INFO af_extract] Counting Pfam/GO frequencies across 205620298 proteins...
L2-543,dataset_pfam_families_observed,24291,unique Pfam among pLDDT-passing proteins,deterministic,watcher.log,2072,"[2026-02-09T04:39:56.574Z INFO af_extract] Frequencies: 24291 unique Pfam, 25993 unique GO from 205620298 proteins"
L2-544,dataset_go_families_observed,25993,unique GO among pLDDT-passing proteins,deterministic,watcher.log,2072,"[2026-02-09T04:39:56.574Z INFO af_extract] Frequencies: 24291 unique Pfam, 25993 unique GO from 205620298 proteins"
L2-545,vocab_plddt_defined,6,pLDDT bins (items),method-parameter,watcher.log,2073,[2026-02-09T04:39:56.577Z INFO af_extract::transaction] Item encoding: 6 pLDDT + 500 Pfam + 500 GO = 1006 total items
L2-546,vocab_pfam_defined,500,top Pfam kept (--top-pfam),method-parameter,watcher.log,2073,[2026-02-09T04:39:56.577Z INFO af_extract::transaction] Item encoding: 6 pLDDT + 500 Pfam + 500 GO = 1006 total items
L2-547,vocab_go_defined,500,top GO kept (--top-go),method-parameter,watcher.log,2073,[2026-02-09T04:39:56.577Z INFO af_extract::transaction] Item encoding: 6 pLDDT + 500 Pfam + 500 GO = 1006 total items
L2-548,vocab_items_defined,1006,total items (vocabulary),deterministic,watcher.log,2073,[2026-02-09T04:39:56.577Z INFO af_extract::transaction] Item encoding: 6 pLDDT + 500 Pfam + 500 GO = 1006 total items
L2-549,vocab_items_defined,1006,items in item mapping,deterministic,watcher.log,2074,[2026-02-09T04:39:56.577Z INFO af_extract::transaction] Saved item mapping: 1006 items to /root/alphafold-data/full_214m/item_mapping_214m.parquet
L2-550,extract_progress_transactions_written,1M → 205M,"transactions written (205 periodic lines, step [1] M, 2026-02-09T04:39:57.791Z → 2026-02-09T04:43:35.342Z)",deterministic,watcher.log,2075–2279,[consolidated periodic] first: [2026-02-09T04:39:57.791Z INFO af_extract::transaction] Written 1M transactions... … last: [2026-02-09T04:43:35.342Z INFO af_extract::transaction] Written 205M transactions...
L2-551,dataset_plddt_pass,205620298,transactions written (parquet rows),deterministic,watcher.log,2280,[2026-02-09T04:43:35.994Z INFO af_extract::transaction] Written 205620298 transactions to /root/alphafold-data/full_214m/transactions_214m.parquet
L2-552,meta_log_extract_end_timestamp,2026-02-09T04:43:35.999Z,timestamp (af-extract Results banner = end of Step 1 binary),external-fact,watcher.log,2281,[2026-02-09T04:43:35.999Z INFO af_extract] === Results ===
L2-553,dataset_plddt_pass,205620298,transactions (af-extract summary),deterministic,watcher.log,2282,[2026-02-09T04:43:35.999Z INFO af_extract] Transactions: 205620298
L2-554,vocab_items_defined,1006,total items (af-extract summary),deterministic,watcher.log,2283,[2026-02-09T04:43:35.999Z INFO af_extract] Total items: 1006
L2-555,extract_time_s,3777.0,s (af-extract build-from-metadata self-timed),hardware-dependent,watcher.log,2286,[2026-02-09T04:43:35.999Z INFO af_extract] Time: 3777.0s (54440 proteins/sec)
L2-556,extract_proteins_per_s,54440,proteins/sec (af-extract throughput),hardware-dependent,watcher.log,2286,[2026-02-09T04:43:35.999Z INFO af_extract] Time: 3777.0s (54440 proteins/sec)
L2-557,extract_wall_real_s,65m31.040s,real time (bash `time` of Step 1),hardware-dependent,watcher.log,2288,real 65m31.040s
L2-558,extract_wall_user_s,62m38.750s,user time (bash `time` of Step 1),hardware-dependent,watcher.log,2289,user 62m38.750s
L2-559,extract_wall_sys_s,2m52.144s,sys time (bash `time` of Step 1),hardware-dependent,watcher.log,2290,sys 2m52.144s
L2-560,dataset_plddt_pass,"205,620,298",transactions (Step 2 data stats),deterministic,watcher.log,2295,"Total transactions: 205,620,298"
L2-561,vocab_items_defined,1006,total items (Step 2 data stats),deterministic,watcher.log,2296,Total items: 1006
L2-562,extract_items_mean,2.2,items per transaction (mean),deterministic,watcher.log,2298,Mean: 2.2
L2-563,extract_items_max,46,items per transaction (max),deterministic,watcher.log,2299,Max: 46
L2-564,dataset_multi_feature,"76,890,945",transactions with >1 item ('37.4%'),deterministic,watcher.log,2300,"With >1 item: 76,890,945 (37.4%)"
L2-565,dataset_multi_feature,"76,890,945",transactions mined (Step 3),deterministic,watcher.log,2303,"Mining 76,890,945 annotated proteins..."
L2-566,run_base_son_time_s,113.9,s (Step 3 mining),hardware-dependent,watcher.log,2306,Time: 113.9s
L2-567,run_base_itemsets,"5,305","itemsets (total, Step 3)",deterministic,watcher.log,2307,"Itemsets: 5,305"
L2-568,kdist_base_son_k1_count,667,itemsets K=1,deterministic,watcher.log,2308,[K-dist] K=1: 667
L2-569,kdist_base_son_k2_count,"1,504",itemsets K=2,deterministic,watcher.log,2309,"[K-dist] K=2: 1,504"
L2-570,kdist_base_son_k3_count,"1,378",itemsets K=3,deterministic,watcher.log,2310,"[K-dist] K=3: 1,378"
L2-571,kdist_base_son_k4_count,884,itemsets K=4,deterministic,watcher.log,2311,[K-dist] K=4: 884
L2-572,kdist_base_son_k5_count,514,itemsets K=5,deterministic,watcher.log,2312,[K-dist] K=5: 514
L2-573,kdist_base_son_k6_count,247,itemsets K=6,deterministic,watcher.log,2313,[K-dist] K=6: 247
L2-574,kdist_base_son_k7_count,89,itemsets K=7,deterministic,watcher.log,2314,[K-dist] K=7: 89
L2-575,kdist_base_son_k8_count,20,itemsets K=8,deterministic,watcher.log,2315,[K-dist] K=8: 20
L2-576,kdist_base_son_k9_count,2,itemsets K=9,deterministic,watcher.log,2316,[K-dist] K=9: 2
L2-577,extract_rules_count,"53,447",association rules generated,deterministic,watcher.log,2320,"Generated 53,447 rules in 0.2s"
L2-578,extract_rules_time_s,0.2,s (rule generation),hardware-dependent,watcher.log,2320,"Generated 53,447 rules in 0.2s"
L2-579,extract_rules_toplift_1_conf,0.998,confidence,deterministic,watcher.log,2323,[TOP 30 BY LIFT] conf=0.998 lift= 969x PF01554 => GO:0015297 + GO:0042910
L2-580,extract_rules_max_lift,969,lift (x),deterministic,watcher.log,2323,[TOP 30 BY LIFT] conf=0.998 lift= 969x PF01554 => GO:0015297 + GO:0042910
L2-581,extract_rules_toplift_2_conf,0.999,confidence,deterministic,watcher.log,2324,[TOP 30 BY LIFT] conf=0.999 lift= 969x GO:0015297 + GO:0042910 => PF01554
L2-582,extract_rules_toplift_2_lift,969,lift (x),deterministic,watcher.log,2324,[TOP 30 BY LIFT] conf=0.999 lift= 969x GO:0015297 + GO:0042910 => PF01554
L2-583,extract_rules_toplift_3_conf,1.000,confidence,deterministic,watcher.log,2325,[TOP 30 BY LIFT] conf=1.000 lift= 921x PF00116 => GO:0004129 + GO:0005507
L2-584,extract_rules_toplift_3_lift,921,lift (x),deterministic,watcher.log,2325,[TOP 30 BY LIFT] conf=1.000 lift= 921x PF00116 => GO:0004129 + GO:0005507
L2-585,extract_rules_toplift_4_conf,0.945,confidence,deterministic,watcher.log,2326,[TOP 30 BY LIFT] conf=0.945 lift= 921x GO:0004129 + GO:0005507 => PF00116
L2-586,extract_rules_toplift_4_lift,921,lift (x),deterministic,watcher.log,2326,[TOP 30 BY LIFT] conf=0.945 lift= 921x GO:0004129 + GO:0005507 => PF00116
L2-587,extract_rules_toplift_5_conf,0.963,confidence,deterministic,watcher.log,2327,[TOP 30 BY LIFT] conf=0.963 lift= 845x plddt_mean_med + GO:0043952 => GO:0005886 + GO:0065002
L2-588,extract_rules_toplift_5_lift,845,lift (x),deterministic,watcher.log,2327,[TOP 30 BY LIFT] conf=0.963 lift= 845x plddt_mean_med + GO:0043952 => GO:0005886 + GO:0065002
L2-589,extract_rules_toplift_6_conf,0.938,confidence,deterministic,watcher.log,2328,[TOP 30 BY LIFT] conf=0.938 lift= 845x GO:0005886 + GO:0065002 => plddt_mean_med + GO:0043952
L2-590,extract_rules_toplift_6_lift,845,lift (x),deterministic,watcher.log,2328,[TOP 30 BY LIFT] conf=0.938 lift= 845x GO:0005886 + GO:0065002 => plddt_mean_med + GO:0043952
L2-591,extract_rules_toplift_7_conf,0.940,confidence,deterministic,watcher.log,2329,[TOP 30 BY LIFT] conf=0.940 lift= 835x GO:0043952 => plddt_mean_med + GO:0005886 + GO:0065002
L2-592,extract_rules_toplift_7_lift,835,lift (x),deterministic,watcher.log,2329,[TOP 30 BY LIFT] conf=0.940 lift= 835x GO:0043952 => plddt_mean_med + GO:0005886 + GO:0065002
L2-593,extract_rules_toplift_8_conf,0.949,confidence,deterministic,watcher.log,2330,[TOP 30 BY LIFT] conf=0.949 lift= 835x plddt_mean_med + GO:0005886 + GO:0065002 => GO:0043952
L2-594,extract_rules_toplift_8_lift,835,lift (x),deterministic,watcher.log,2330,[TOP 30 BY LIFT] conf=0.949 lift= 835x plddt_mean_med + GO:0005886 + GO:0065002 => GO:0043952
L2-595,extract_rules_toplift_9_conf,0.951,confidence,deterministic,watcher.log,2331,[TOP 30 BY LIFT] conf=0.951 lift= 834x GO:0043952 => GO:0005886 + GO:0065002
L2-596,extract_rules_toplift_9_lift,834,lift (x),deterministic,watcher.log,2331,[TOP 30 BY LIFT] conf=0.951 lift= 834x GO:0043952 => GO:0005886 + GO:0065002
