qkey,category,unit,description,claimed_value_tex,tex_lines,reproducibility
bench_deep_k_single_prefilter_on_level_ms,hardware-dependent,ms per K,"Per-K level times (ms) of bench run 'deepk-single-prefilter-on' (deep_k preset, legacy kernel, 1 GPU, sampled prefilter on); report.md per-level ms rows share this key.",log:K1=11.4; K2=2.9; K3=5.9; K4=7.8; K5=10.4; K6=12.2; K7=8.8; K8=4.9; K9=2.2; K10=0.8; K11=0.4 / K1=11.4; K2=2.9; K3=6.0; K4=7.9; K5=10.3; K6=12.4; K7=9.1; K8=4.9; K9=2.1; K10=0.8; K11=0.4,bench/results/2026-08-31-3090x2/raw.jsonl:9;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:5,hardware
bench_smoke_twophase_throttle_flags,hardware-dependent,nvml flags,"NVML throttle-reason flags recorded during bench run 'twophase-smoke' (smoke preset, legacy kernel, 2 GPUs, two_phase=True).",log:0x0000000000000001,bench/results/2026-08-31-3090x2/raw.jsonl:10,hardware
bench_smoke_twophase_n_itemsets,deterministic,itemsets,"Total frequent itemsets of the two-phase (SON-style) run on the smoke preset, the campaign's only smoke run (632 / 1049580 / ea17ea26...).",log:632,bench/results/2026-08-31-3090x2/raw.jsonl:10,rerun
bench_smoke_twophase_sum_counts,deterministic,sum of supports,"sum_counts (sum of itemset supports) of the two-phase (SON-style) run on the smoke preset, the campaign's only smoke run (632 / 1049580 / ea17ea26...).",log:1049580,bench/results/2026-08-31-3090x2/raw.jsonl:10,rerun
bench_smoke_twophase_itemset_hash,deterministic,sha256,"SHA-256 itemset_hash of the two-phase (SON-style) run on the smoke preset, the campaign's only smoke run (632 / 1049580 / ea17ea26...).",log:ea17ea26fd0e44f735b62a5699d1227477965905ff34068203ac513aaee6deee,bench/results/2026-08-31-3090x2/raw.jsonl:10,rerun
bench_skewed_rows_rows_throttle_flags,hardware-dependent,nvml flags,"NVML throttle-reason flags recorded during bench run 'skew-rows' (skewed_rows preset, legacy kernel, 2 GPUs, ET_MINER_ROW_BALANCE=rows, 2 reps).",log:(none),bench/results/2026-08-31-3090x2/raw.jsonl:11;bench/results/2026-08-31-3090x2/raw.jsonl:13,hardware
bench_skewed_rows_exact_n_itemsets,deterministic,itemsets,Total frequent itemsets of the skewed_rows synthetic preset (rows and nnz balancing; 10350 / 346834073 / 75262446...).,log:10350,bench/results/2026-08-31-3090x2/raw.jsonl:11;bench/results/2026-08-31-3090x2/raw.jsonl:12;bench/results/2026-08-31-3090x2/raw.jsonl:13;bench/results/2026-08-31-3090x2/raw.jsonl:14,rerun
bench_skewed_rows_exact_sum_counts,deterministic,sum of supports,sum_counts (sum of itemset supports) of the skewed_rows synthetic preset (rows and nnz balancing; 10350 / 346834073 / 75262446...).,log:346834073,bench/results/2026-08-31-3090x2/raw.jsonl:11;bench/results/2026-08-31-3090x2/raw.jsonl:12;bench/results/2026-08-31-3090x2/raw.jsonl:13;bench/results/2026-08-31-3090x2/raw.jsonl:14,rerun
bench_skewed_rows_exact_itemset_hash,deterministic,sha256,SHA-256 itemset_hash of the skewed_rows synthetic preset (rows and nnz balancing; 10350 / 346834073 / 75262446...).,log:75262446a1c2b29bbc15e6d36afe23300984e6d46f8483511f055f1a510c2405,bench/results/2026-08-31-3090x2/raw.jsonl:11;bench/results/2026-08-31-3090x2/raw.jsonl:12;bench/results/2026-08-31-3090x2/raw.jsonl:13;bench/results/2026-08-31-3090x2/raw.jsonl:14,rerun
bench_skewed_rows_rows_levels,deterministic,candidates/frequent per K,"Per-K n_candidates / n_frequent of bench run 'skew-rows' (skewed_rows preset, legacy kernel, 2 GPUs, ET_MINER_ROW_BALANCE=rows, 2 reps); n_frequent is the preset's exact per-K count, n_candidates depends on the code path (0 where the path does not count candidates); report.md per-level count rows share this key.",log:K1 cand=118 freq=118; K2 cand=0 freq=717; K3 cand=0 freq=1928; K4 cand=0 freq=2932; K5 cand=0 freq=2683; K6 cand=0 freq=1458; K7 cand=0 freq=443; K8 cand=0 freq=67; K9 cand=0 freq=4,bench/results/2026-08-31-3090x2/raw.jsonl:11;bench/results/2026-08-31-3090x2/raw.jsonl:13,rerun
bench_skewed_rows_rows_level_ms,hardware-dependent,ms per K,"Per-K level times (ms) of bench run 'skew-rows' (skewed_rows preset, legacy kernel, 2 GPUs, ET_MINER_ROW_BALANCE=rows, 2 reps); report.md per-level ms rows share this key.",log:K1=25.7; K2=48.0; K3=6.1; K4=14.7; K5=32.7; K6=41.6; K7=20.8; K8=5.9; K9=2.1 / K1=26.4; K2=49.0; K3=6.7; K4=15.4; K5=32.7; K6=38.5; K7=23.9; K8=5.1; K9=2.1,bench/results/2026-08-31-3090x2/raw.jsonl:11;bench/results/2026-08-31-3090x2/raw.jsonl:13,hardware
bench_skewed_rows_nnz_throttle_flags,hardware-dependent,nvml flags,"NVML throttle-reason flags recorded during bench run 'skew-nnz' (skewed_rows preset, legacy kernel, 2 GPUs, ET_MINER_ROW_BALANCE=nnz, 2 reps).",log:(none),bench/results/2026-08-31-3090x2/raw.jsonl:12;bench/results/2026-08-31-3090x2/raw.jsonl:14,hardware
bench_stress_k2_legacy_2g_throttle_flags,hardware-dependent,nvml flags,"NVML throttle-reason flags recorded during bench run 'stressk2-legacy-2g' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=3).","log:0x0000000000000001, 0x0000000000000004, 0x0000000000000020, 0x0000000000000024",bench/results/2026-08-31-3090x2/raw.jsonl:15,hardware
bench_stress_k2_ml3_n_itemsets,deterministic,itemsets,"Total frequent itemsets of the stress_k2 preset mined exactly to max_length=3 (legacy-2g, shared-1g, shared-2g; 3005770 / 314350393 / a6d53e9a...).",log:3005770,bench/results/2026-08-31-3090x2/raw.jsonl:15;bench/results/2026-08-31-3090x2/raw.jsonl:16;bench/results/2026-08-31-3090x2/raw.jsonl:18;bench/results/2026-08-31-3090x2/raw.jsonl:21;bench/results/2026-08-31-3090x2/raw.jsonl:23;bench/results/2026-08-31-3090x2/raw.jsonl:25;bench/results/2026-08-31-3090x2/raw.jsonl:27,rerun
bench_stress_k2_ml3_sum_counts,deterministic,sum of supports,"sum_counts (sum of itemset supports) of the stress_k2 preset mined exactly to max_length=3 (legacy-2g, shared-1g, shared-2g; 3005770 / 314350393 / a6d53e9a...).",log:314350393,bench/results/2026-08-31-3090x2/raw.jsonl:15;bench/results/2026-08-31-3090x2/raw.jsonl:16;bench/results/2026-08-31-3090x2/raw.jsonl:18;bench/results/2026-08-31-3090x2/raw.jsonl:21;bench/results/2026-08-31-3090x2/raw.jsonl:23;bench/results/2026-08-31-3090x2/raw.jsonl:25;bench/results/2026-08-31-3090x2/raw.jsonl:27,rerun
bench_stress_k2_ml3_itemset_hash,deterministic,sha256,"SHA-256 itemset_hash of the stress_k2 preset mined exactly to max_length=3 (legacy-2g, shared-1g, shared-2g; 3005770 / 314350393 / a6d53e9a...).",log:a6d53e9a5e1b44a78dc01b5d23a8ebfdd0e800c0c716bef8a476f0ba0540fe2a,bench/results/2026-08-31-3090x2/raw.jsonl:15;bench/results/2026-08-31-3090x2/raw.jsonl:16;bench/results/2026-08-31-3090x2/raw.jsonl:18;bench/results/2026-08-31-3090x2/raw.jsonl:21;bench/results/2026-08-31-3090x2/raw.jsonl:23;bench/results/2026-08-31-3090x2/raw.jsonl:25;bench/results/2026-08-31-3090x2/raw.jsonl:27,rerun
bench_stress_k2_legacy_2g_levels,deterministic,candidates/frequent per K,"Per-K n_candidates / n_frequent of bench run 'stressk2-legacy-2g' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=3); n_frequent is the preset's exact per-K count, n_candidates depends on the code path (0 where the path does not count candidates); report.md per-level count rows share this key.",log:K1 cand=35000 freq=35000; K2 cand=0 freq=1660332; K3 cand=0 freq=1310438,bench/results/2026-08-31-3090x2/raw.jsonl:15,rerun
bench_stress_k2_legacy_2g_level_ms,hardware-dependent,ms per K,"Per-K level times (ms) of bench run 'stressk2-legacy-2g' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=3); report.md per-level ms rows share this key.",log:K1=42.5; K2=86439.6; K3=1906847.2,bench/results/2026-08-31-3090x2/raw.jsonl:15,hardware
bench_stress_k2_shared_1g_throttle_flags,hardware-dependent,nvml flags,"NVML throttle-reason flags recorded during bench run 'stressk2-shared-1g' (stress_k2 preset, shared/tiled kernel, 1 GPU, max_length=3, 3 reps).","log:0x0000000000000001, 0x0000000000000004, 0x0000000000000020, 0x0000000000000024 / 0x0000000000000001, 0x0000000000000004",bench/results/2026-08-31-3090x2/raw.jsonl:16;bench/results/2026-08-31-3090x2/raw.jsonl:21;bench/results/2026-08-31-3090x2/raw.jsonl:25,hardware
bench_stress_k2_shared_1g_levels,deterministic,candidates/frequent per K,"Per-K n_candidates / n_frequent of bench run 'stressk2-shared-1g' (stress_k2 preset, shared/tiled kernel, 1 GPU, max_length=3, 3 reps); n_frequent is the preset's exact per-K count, n_candidates depends on the code path (0 where the path does not count candidates); report.md per-level count rows share this key.",log:K1 cand=35000 freq=35000; K2 cand=612482500 freq=1660332; K3 cand=1310438 freq=1310438,bench/results/2026-08-31-3090x2/raw.jsonl:16;bench/results/2026-08-31-3090x2/raw.jsonl:21;bench/results/2026-08-31-3090x2/raw.jsonl:25,rerun
bench_stress_k2_shared_1g_level_ms,hardware-dependent,ms per K,"Per-K level times (ms) of bench run 'stressk2-shared-1g' (stress_k2 preset, shared/tiled kernel, 1 GPU, max_length=3, 3 reps); report.md per-level ms rows share this key.",log:K1=73.3; K2=18561.1; K3=220167.6 / K1=72.9; K2=18099.5; K3=218647.6 / K1=73.9; K2=18136.5; K3=218798.1,bench/results/2026-08-31-3090x2/raw.jsonl:16;bench/results/2026-08-31-3090x2/raw.jsonl:21;bench/results/2026-08-31-3090x2/raw.jsonl:25,hardware
bench_deep_k_shared_1g_throttle_flags,hardware-dependent,nvml flags,"NVML throttle-reason flags recorded during bench run 'deepk-shared-1g' (deep_k preset, shared/tiled kernel, 1 GPU, 3 reps).",log:0x0000000000000001 / (none),bench/results/2026-08-31-3090x2/raw.jsonl:17;bench/results/2026-08-31-3090x2/raw.jsonl:22;bench/results/2026-08-31-3090x2/raw.jsonl:26;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:7;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:10;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:12,hardware
bench_deep_k_shared_1g_levels,deterministic,candidates/frequent per K,"Per-K n_candidates / n_frequent of bench run 'deepk-shared-1g' (deep_k preset, shared/tiled kernel, 1 GPU, 3 reps); n_frequent is the preset's exact per-K count, n_candidates depends on the code path (0 where the path does not count candidates); report.md per-level count rows share this key.",log:K1 cand=112 freq=112; K2 cand=6216 freq=471; K3 cand=901 freq=901; K4 cand=1407 freq=1407; K5 cand=1854 freq=1854; K6 cand=1848 freq=1848; K7 cand=1320 freq=1320; K8 cand=660 freq=660; K9 cand=220 freq=220; K10 cand=44 freq=44; K11 cand=4 freq=4,bench/results/2026-08-31-3090x2/raw.jsonl:17;bench/results/2026-08-31-3090x2/raw.jsonl:22;bench/results/2026-08-31-3090x2/raw.jsonl:26;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:7;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:10;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:12,rerun
bench_deep_k_shared_1g_level_ms,hardware-dependent,ms per K,"Per-K level times (ms) of bench run 'deepk-shared-1g' (deep_k preset, shared/tiled kernel, 1 GPU, 3 reps); report.md per-level ms rows share this key.",log:K1=11.4; K2=6.3; K3=5.3; K4=7.6; K5=11.2; K6=15.0; K7=13.2; K8=9.2; K9=4.7; K10=3.1; K11=2.9 / K1=11.4; K2=6.3; K3=5.3; K4=7.7; K5=11.4; K6=14.1; K7=13.3; K8=9.2; K9=4.7; K10=3.1; K11=3.0 / K1=11.3; K2=6.3; K3=5.3; K4=7.6; K5=11.2; K6=13.9; K7=13.2; K8=9.2; K9=4.7; K10=3.1; K11=3.0 / K1=11.4; K2=6.3; K3=5.3; K4=7.7; K5=11.2; K6=14.1; K7=13.2; K8=9.2; K9=4.7; K10=3.1; K11=2.9 / K1=11.4; K2=6.3; K3=5.3; K4=7.6; K5=11.2; K6=14.1; K7=13.2; K8=9.3; K9=4.7; K10=3.1; K11=2.9 / K1=11.5; K2=6.4; K3=5.3; K4=7.7; K5=11.3; K6=14.1; K7=13.5; K8=9.2; K9=4.7; K10=3.1; K11=3.0,bench/results/2026-08-31-3090x2/raw.jsonl:17;bench/results/2026-08-31-3090x2/raw.jsonl:22;bench/results/2026-08-31-3090x2/raw.jsonl:26;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:7;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:10;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:12,hardware
bench_stress_k2_shared_2g_throttle_flags,hardware-dependent,nvml flags,"NVML throttle-reason flags recorded during bench run 'stressk2-shared-2g' (stress_k2 preset, shared/tiled kernel, 2 GPUs, max_length=3, 3 reps).","log:0x0000000000000001, 0x0000000000000004",bench/results/2026-08-31-3090x2/raw.jsonl:18;bench/results/2026-08-31-3090x2/raw.jsonl:23;bench/results/2026-08-31-3090x2/raw.jsonl:27,hardware
bench_stress_k2_shared_2g_levels,deterministic,candidates/frequent per K,"Per-K n_candidates / n_frequent of bench run 'stressk2-shared-2g' (stress_k2 preset, shared/tiled kernel, 2 GPUs, max_length=3, 3 reps); n_frequent is the preset's exact per-K count, n_candidates depends on the code path (0 where the path does not count candidates); report.md per-level count rows share this key.",log:K1 cand=35000 freq=35000; K2 cand=0 freq=1660332; K3 cand=0 freq=1310438,bench/results/2026-08-31-3090x2/raw.jsonl:18;bench/results/2026-08-31-3090x2/raw.jsonl:23;bench/results/2026-08-31-3090x2/raw.jsonl:27,rerun
bench_stress_k2_shared_2g_level_ms,hardware-dependent,ms per K,"Per-K level times (ms) of bench run 'stressk2-shared-2g' (stress_k2 preset, shared/tiled kernel, 2 GPUs, max_length=3, 3 reps); report.md per-level ms rows share this key.",log:K1=45.2; K2=7215.2; K3=111994.4 / K1=54.9; K2=7204.6; K3=111955.2 / K1=47.2; K2=7198.9; K3=111923.4,bench/results/2026-08-31-3090x2/raw.jsonl:18;bench/results/2026-08-31-3090x2/raw.jsonl:23;bench/results/2026-08-31-3090x2/raw.jsonl:27,hardware
bench_deep_k_legacy_2g_throttle_flags,hardware-dependent,nvml flags,"NVML throttle-reason flags recorded during bench run 'deepk-legacy-2g' (deep_k preset, legacy kernel, 2 GPUs (NCCL)).",log:(none) / 0x0000000000000001,bench/results/2026-08-31-3090x2/raw.jsonl:19;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:8,hardware
bench_deep_k_legacy_2g_levels,deterministic,candidates/frequent per K,"Per-K n_candidates / n_frequent of bench run 'deepk-legacy-2g' (deep_k preset, legacy kernel, 2 GPUs (NCCL)); n_frequent is the preset's exact per-K count, n_candidates depends on the code path (0 where the path does not count candidates); report.md per-level count rows share this key.",log:K1 cand=112 freq=112; K2 cand=0 freq=471; K3 cand=0 freq=901; K4 cand=0 freq=1407; K5 cand=0 freq=1854; K6 cand=0 freq=1848; K7 cand=0 freq=1320; K8 cand=0 freq=660; K9 cand=0 freq=220; K10 cand=0 freq=44; K11 cand=0 freq=4,bench/results/2026-08-31-3090x2/raw.jsonl:19;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:8,rerun
bench_deep_k_legacy_2g_level_ms,hardware-dependent,ms per K,"Per-K level times (ms) of bench run 'deepk-legacy-2g' (deep_k preset, legacy kernel, 2 GPUs (NCCL)); report.md per-level ms rows share this key.",log:K1=26.0; K2=44.2; K3=6.0; K4=5.5; K5=4.2; K6=2.6; K7=2.4; K8=2.2; K9=2.2; K10=2.0; K11=2.0 / K1=27.9; K2=46.2; K3=5.8; K4=5.4; K5=3.6; K6=2.4; K7=2.5; K8=3.2; K9=2.4; K10=2.2; K11=1.9,bench/results/2026-08-31-3090x2/raw.jsonl:19;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:8,hardware
bench_deep_k_shared_2g_throttle_flags,hardware-dependent,nvml flags,"NVML throttle-reason flags recorded during bench run 'deepk-shared-2g' (deep_k preset, shared/tiled kernel, 2 GPUs, 3 reps).",log:(none) / 0x0000000000000001,bench/results/2026-08-31-3090x2/raw.jsonl:20;bench/results/2026-08-31-3090x2/raw.jsonl:24;bench/results/2026-08-31-3090x2/raw.jsonl:28;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:9;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:11;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:13,hardware
bench_deep_k_density_auto_1g_throttle_flags,hardware-dependent,nvml flags,"NVML throttle-reason flags recorded during bench run 'deepk-density-auto-1g' (deep_k preset, legacy kernel, sparse_from_k=auto, 1 GPU (2026-09-01 only)).",log:(none),bench/results/2026-09-01-3090x2-sparse/raw.jsonl:3,hardware
bench_deep_k_density_auto_1g_levels,deterministic,candidates/frequent per K,"Per-K n_candidates / n_frequent of bench run 'deepk-density-auto-1g' (deep_k preset, legacy kernel, sparse_from_k=auto, 1 GPU (2026-09-01 only)); n_frequent is the preset's exact per-K count, n_candidates depends on the code path (0 where the path does not count candidates); report.md per-level count rows share this key.",log:K1 cand=112 freq=112; K2 cand=6216 freq=471; K3 cand=901 freq=901; K4 cand=1407 freq=1407; K5 cand=2251 freq=1854; K6 cand=1855 freq=1848; K7 cand=1320 freq=1320; K8 cand=660 freq=660; K9 cand=220 freq=220; K10 cand=44 freq=44; K11 cand=4 freq=4,bench/results/2026-09-01-3090x2-sparse/raw.jsonl:3,rerun
meta_log_direct_vs_son_experiment_id,method-parameter,id,'experiment' field of experiment_direct_vs_son_20260219_050326.json (direct_gpu_vs_son).,log:direct_gpu_vs_son,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:2,setup
meta_log_direct_vs_son_timestamp,software,timestamp,Timestamp of the Direct-vs-SON result JSON (2026-02-19T05:03:26Z).,log:2026-02-19T05:03:26.988464+00:00,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:3,setup
run_power_support,method-parameter,fraction,min_support of the Direct-vs-SON experiment as a fraction (1e-05 = run_power_support_pct / 100; the experiment_direct_vs_son.py --min-support default 0.00001 is the same number). Mirrors the run_blitz_support / run_hmb_support fraction keys of the log vocabulary.,log:1e-05 / 0.00001,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:5;applications/alphafold/experiments/experiment_direct_vs_son.py:45,setup
run_power_direct_max_length,method-parameter,K,max_length parameter of the Direct-vs-SON experiment (null = unbounded).,log:null,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:9,setup
run_power_direct_use_gpu,method-parameter,bool,use_gpu flag of the Direct-vs-SON experiment (true).,log:true,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:10,setup
kdist_power_direct_k1_count,deterministic,itemsets,"Frequent itemsets of length K=1 from the exhaustive Direct CSR->GPU run at 0.001% (k_distribution of the Direct-vs-SON JSON). Alias of null_k1_bio (same run: the null JSON's real_distribution was loaded, not re-mined).",log:1002,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:17,rerun
kdist_power_direct_k2_count,deterministic,itemsets,"Frequent itemsets of length K=2 from the exhaustive Direct CSR->GPU run at 0.001% (k_distribution of the Direct-vs-SON JSON). Alias of null_k2_bio (same run: the null JSON's real_distribution was loaded, not re-mined).",log:22019,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:18,rerun
kdist_power_direct_k3_count,deterministic,itemsets,"Frequent itemsets of length K=3 from the exhaustive Direct CSR->GPU run at 0.001% (k_distribution of the Direct-vs-SON JSON). Alias of null_k3_bio (same run: the null JSON's real_distribution was loaded, not re-mined).",log:73205,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:19,rerun
kdist_power_direct_k4_count,deterministic,itemsets,"Frequent itemsets of length K=4 from the exhaustive Direct CSR->GPU run at 0.001% (k_distribution of the Direct-vs-SON JSON). Alias of null_k4_bio (same run: the null JSON's real_distribution was loaded, not re-mined).",log:108059,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:20,rerun
kdist_power_direct_k5_count,deterministic,itemsets,"Frequent itemsets of length K=5 from the exhaustive Direct CSR->GPU run at 0.001% (k_distribution of the Direct-vs-SON JSON). Alias of null_k5_bio (same run: the null JSON's real_distribution was loaded, not re-mined).",log:104239,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:21,rerun
kdist_power_direct_k6_count,deterministic,itemsets,"Frequent itemsets of length K=6 from the exhaustive Direct CSR->GPU run at 0.001% (k_distribution of the Direct-vs-SON JSON). Alias of null_k6_bio (same run: the null JSON's real_distribution was loaded, not re-mined).",log:78596,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:22,rerun
kdist_power_direct_k7_count,deterministic,itemsets,"Frequent itemsets of length K=7 from the exhaustive Direct CSR->GPU run at 0.001% (k_distribution of the Direct-vs-SON JSON). Alias of null_k7_bio (same run: the null JSON's real_distribution was loaded, not re-mined). Sum over K=7..14 = null_kge7_bio.",log:48699,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:23,rerun
kdist_power_direct_k8_count,deterministic,itemsets,"Frequent itemsets of length K=8 from the exhaustive Direct CSR->GPU run at 0.001% (k_distribution of the Direct-vs-SON JSON). Alias of null_k8_bio (same run: the null JSON's real_distribution was loaded, not re-mined). Sum over K=7..14 = null_kge7_bio.",log:25011,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:24,rerun
kdist_power_direct_k9_count,deterministic,itemsets,"Frequent itemsets of length K=9 from the exhaustive Direct CSR->GPU run at 0.001% (k_distribution of the Direct-vs-SON JSON). Alias of null_k9_bio (same run: the null JSON's real_distribution was loaded, not re-mined). Sum over K=7..14 = null_kge7_bio.",log:10508,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:25,rerun
kdist_power_direct_k10_count,deterministic,itemsets,"Frequent itemsets of length K=10 from the exhaustive Direct CSR->GPU run at 0.001% (k_distribution of the Direct-vs-SON JSON). Alias of null_k10_bio (same run: the null JSON's real_distribution was loaded, not re-mined). Sum over K=7..14 = null_kge7_bio.",log:3488,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:26,rerun
kdist_power_direct_k11_count,deterministic,itemsets,"Frequent itemsets of length K=11 from the exhaustive Direct CSR->GPU run at 0.001% (k_distribution of the Direct-vs-SON JSON). Alias of null_k11_bio (same run: the null JSON's real_distribution was loaded, not re-mined). Sum over K=7..14 = null_kge7_bio.",log:869,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:27,rerun
kdist_power_direct_k12_count,deterministic,itemsets,"Frequent itemsets of length K=12 from the exhaustive Direct CSR->GPU run at 0.001% (k_distribution of the Direct-vs-SON JSON). Alias of null_k12_bio (same run: the null JSON's real_distribution was loaded, not re-mined). Sum over K=7..14 = null_kge7_bio.",log:152,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:28,rerun
kdist_power_direct_k13_count,deterministic,itemsets,"Frequent itemsets of length K=13 from the exhaustive Direct CSR->GPU run at 0.001% (k_distribution of the Direct-vs-SON JSON). Alias of null_k13_bio (same run: the null JSON's real_distribution was loaded, not re-mined). Sum over K=7..14 = null_kge7_bio.",log:17,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:29,rerun
kdist_power_direct_k14_count,deterministic,itemsets,"Frequent itemsets of length K=14 from the exhaustive Direct CSR->GPU run at 0.001% (k_distribution of the Direct-vs-SON JSON). Alias of null_k14_bio (same run: the null JSON's real_distribution was loaded, not re-mined). Sum over K=7..14 = null_kge7_bio.",log:1,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:30,rerun
run_power_son_itemset_match,deterministic,bool,itemset_match flag of the Direct-vs-SON comparison (false: SON did not reproduce the Direct itemset set).,log:false,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:51,derived
run_power_son_itemset_diff,deterministic,itemsets,"itemset_diff of the Direct-vs-SON comparison (453,019 = 475,865 - 22,846; cf. son_miss_rate_pct).",log:453019,applications/alphafold/results_214m/experiment_direct_vs_son_20260219_050326.json:52,derived
meta_log_null_experiment_id,method-parameter,id,'experiment' field of experiment_null_model_20260219_061046.json (null_model_permutation_test).,log:null_model_permutation_test,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json:2,setup
meta_log_null_timestamp,software,timestamp,Timestamp of the null-model result JSON (2026-02-19T06:10:46Z).,log:2026-02-19T06:10:46.260818+00:00,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json:3,setup
null_support,method-parameter,fraction,"min_support of the null-model JSON as a fraction: 1.0001177641918693e-05 = 769 / 76,890,945, i.e. the count-derived threshold (null_min_count / dataset_multi_feature), not the nominal 1e-05 (null_support_pct = 0.001%).",log:1.0001177641918693e-05,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json:5,derived
null_recomputed_real,method-parameter,bool,"recomputed_real flag of the null-model JSON (false: real_distribution was taken from the Direct run, not re-mined).",log:false,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json:10,setup
null_k7_bio,deterministic,itemsets,Biological (unshuffled) itemsets at K=7 from the exhaustive Direct run at 0.001% (real_distribution of the null JSON); per-K component of null_kge7_bio (paper aggregates K=7-14); alias of kdist_power_direct_k7_count.,log:48699,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json:19,rerun
null_k8_bio,deterministic,itemsets,Biological (unshuffled) itemsets at K=8 from the exhaustive Direct run at 0.001% (real_distribution of the null JSON); per-K component of null_kge7_bio (paper aggregates K=7-14); alias of kdist_power_direct_k8_count.,log:25011,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json:20,rerun
null_k9_bio,deterministic,itemsets,Biological (unshuffled) itemsets at K=9 from the exhaustive Direct run at 0.001% (real_distribution of the null JSON); per-K component of null_kge7_bio (paper aggregates K=7-14); alias of kdist_power_direct_k9_count.,log:10508,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json:21,rerun
null_k10_bio,deterministic,itemsets,Biological (unshuffled) itemsets at K=10 from the exhaustive Direct run at 0.001% (real_distribution of the null JSON); per-K component of null_kge7_bio (paper aggregates K=7-14); alias of kdist_power_direct_k10_count.,log:3488,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json:22,rerun
null_k11_bio,deterministic,itemsets,Biological (unshuffled) itemsets at K=11 from the exhaustive Direct run at 0.001% (real_distribution of the null JSON); per-K component of null_kge7_bio (paper aggregates K=7-14); alias of kdist_power_direct_k11_count.,log:869,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json:23,rerun
null_k12_bio,deterministic,itemsets,Biological (unshuffled) itemsets at K=12 from the exhaustive Direct run at 0.001% (real_distribution of the null JSON); per-K component of null_kge7_bio (paper aggregates K=7-14); alias of kdist_power_direct_k12_count.,log:152,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json:24,rerun
null_k13_bio,deterministic,itemsets,Biological (unshuffled) itemsets at K=13 from the exhaustive Direct run at 0.001% (real_distribution of the null JSON); per-K component of null_kge7_bio (paper aggregates K=7-14); alias of kdist_power_direct_k13_count.,log:17,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json:25,rerun
null_k14_bio,deterministic,itemsets,Biological (unshuffled) itemsets at K=14 from the exhaustive Direct run at 0.001% (real_distribution of the null JSON); per-K component of null_kge7_bio (paper aggregates K=7-14); alias of kdist_power_direct_k14_count.,log:1,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json:26,rerun
