claim_id,qkey,value,unit,category,file,line,quoted_context
L-735,null_perm5_k_distribution,K1=1002; K2=63650; K3=79120; K4=25491; K5=1990; K6=22,k_distribution (null run 5),deterministic,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,87,"""run"": 5, ""k_distribution"": {""1"": 1002, ""2"": 63650, ""3"": 79120, ""4"": 25491, ""5"": 1990, ""6"": 22}"
L-736,null_k1_z,real=1002; null_mean=1002.0; null_std=0.0; z_score=0.0; p_value=1.0; direction=depleted; significant=false,statistics K=1,deterministic,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,98,"""1"": { ""real"": 1002, ""null_mean"": 1002.0, ""null_std"": 0.0, ""z_score"": 0.0, ""p_value"": 1.0"
L-737,null_k2_z,real=22019; null_mean=63702.4; null_std=42.2; z_score=-987.08; p_value=1.0; direction=depleted; significant=false,statistics K=2,deterministic,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,107,"""2"": { ""real"": 22019, ""null_mean"": 63702.4, ""null_std"": 42.2, ""z_score"": -987.08, ""p_value"": 1.0"
L-738,null_k3_z,real=73205; null_mean=79134.4; null_std=41.5; z_score=-142.71; p_value=1.0; direction=depleted; significant=false,statistics K=3,deterministic,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,116,"""3"": { ""real"": 73205, ""null_mean"": 79134.4, ""null_std"": 41.5, ""z_score"": -142.71, ""p_value"": 1.0"
L-739,null_k4_z,real=108059; null_mean=25467.8; null_std=21.8; z_score=3790.74; p_value=0.0; direction=enriched; significant=true,statistics K=4,deterministic,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,125,"""4"": { ""real"": 108059, ""null_mean"": 25467.8, ""null_std"": 21.8, ""z_score"": 3790.74, ""p_value"": 0.0"
L-740,null_k5_z,real=104239; null_mean=1991.6; null_std=13.8; z_score=7402.24; p_value=0.0; direction=enriched; significant=true,statistics K=5,deterministic,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,134,"""5"": { ""real"": 104239, ""null_mean"": 1991.6, ""null_std"": 13.8, ""z_score"": 7402.24, ""p_value"": 0.0"
L-741,null_k6_z,real=78596; null_mean=21.8; null_std=1.1; z_score=71728.1; p_value=0.0; direction=enriched; significant=true,statistics K=6,deterministic,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,143,"""6"": { ""real"": 78596, ""null_mean"": 21.8, ""null_std"": 1.1, ""z_score"": 71728.1, ""p_value"": 0.0"
L-742,null_k7_z,"real=48699; null_mean=0.0; null_std=0.0; z_score=inf; p_value=0.0; direction=enriched; significant=""True""",statistics K=7,deterministic,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,152,"""7"": { ""real"": 48699, ""null_mean"": 0.0, ""null_std"": 0.0, ""z_score"": inf, ""p_value"": 0.0"
L-743,null_k8_z,"real=25011; null_mean=0.0; null_std=0.0; z_score=inf; p_value=0.0; direction=enriched; significant=""True""",statistics K=8,deterministic,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,161,"""8"": { ""real"": 25011, ""null_mean"": 0.0, ""null_std"": 0.0, ""z_score"": inf, ""p_value"": 0.0"
L-744,null_k9_z,"real=10508; null_mean=0.0; null_std=0.0; z_score=inf; p_value=0.0; direction=enriched; significant=""True""",statistics K=9,deterministic,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,170,"""9"": { ""real"": 10508, ""null_mean"": 0.0, ""null_std"": 0.0, ""z_score"": inf, ""p_value"": 0.0"
L-745,null_k10_z,"real=3488; null_mean=0.0; null_std=0.0; z_score=inf; p_value=0.0; direction=enriched; significant=""True""",statistics K=10,deterministic,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,179,"""10"": { ""real"": 3488, ""null_mean"": 0.0, ""null_std"": 0.0, ""z_score"": inf, ""p_value"": 0.0"
L-746,null_k11_z,"real=869; null_mean=0.0; null_std=0.0; z_score=inf; p_value=0.0; direction=enriched; significant=""True""",statistics K=11,deterministic,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,188,"""11"": { ""real"": 869, ""null_mean"": 0.0, ""null_std"": 0.0, ""z_score"": inf, ""p_value"": 0.0"
L-747,null_k12_z,"real=152; null_mean=0.0; null_std=0.0; z_score=inf; p_value=0.0; direction=enriched; significant=""True""",statistics K=12,deterministic,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,197,"""12"": { ""real"": 152, ""null_mean"": 0.0, ""null_std"": 0.0, ""z_score"": inf, ""p_value"": 0.0"
L-748,null_k13_z,"real=17; null_mean=0.0; null_std=0.0; z_score=inf; p_value=0.0; direction=enriched; significant=""True""",statistics K=13,deterministic,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,206,"""13"": { ""real"": 17, ""null_mean"": 0.0, ""null_std"": 0.0, ""z_score"": inf, ""p_value"": 0.0"
L-749,null_k14_z,"real=1; null_mean=0.0; null_std=0.0; z_score=inf; p_value=0.0; direction=enriched; significant=""True""",statistics K=14,deterministic,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,215,"""14"": { ""real"": 1, ""null_mean"": 0.0, ""null_std"": 0.0, ""z_score"": inf, ""p_value"": 0.0"
L-750,run_power_direct_itemsets,475865,real_total (summary),deterministic,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,225,"""summary"": { ""real_total"": 475865"
L-751,null_mean_total,171320.0,null_mean_total,deterministic,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,226,"""null_mean_total"": 171320.0"
L-752,null_ratio,2.78,ratio_real_vs_null,deterministic,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,227,"""ratio_real_vs_null"": 2.78"
L-753,null_per_perm_time_s,132.43,s avg_null_mining_seconds,hardware-dependent,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,228,"""avg_null_mining_seconds"": 132.43"
L-754,null_total_time_s,662.17,s total_experiment_seconds,hardware-dependent,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,229,"""total_experiment_seconds"": 662.17"
L-755,null_kge7_bio,88745,itemsets K>=7 (sum of real_distribution K7..K14),deterministic,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,(derived),"extractor check: 48699+25011+10508+3488+869+152+17+1 = 88,745 (notebook text says 89,566)"
L-756,null_min_count,769.0,min_count × 1/n (1.0001177641918693e-05 × 76890945),deterministic,applications/alphafold/results_214m/experiment_null_model_20260219_061046.json,(derived),"extractor check: min_support here equals 769/76,890,945 exactly"
L-757,meta_log_decoded_patterns_file_summary,"41,665 lines; 4,749,057 bytes; 5,351 itemset blocks (K=15..19); fields per block: Support/Proteins/K, Item IDs, pLDDT features, Pfam domains, GO terms, Full decode",summary,deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,(file),structured text dump; not transcribed row-by-row (see summary rows below)
L-758,run_blitz_k_ge15_distinct_items,"81 distinct item ids used (min 1, max 1002); pLDDT-feature line present in 4,329/5,351 blocks; Pfam line in 5,196/5,351",summary,deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,(file),extractor-computed over all 'Item IDs' lines
L-759,doc_decoded_patterns_k_range,K=15 to K=19; 214M TrEMBL,scope,method-parameter,applications/alphafold/results_214m/decoded_top_k_patterns.txt,2,DECODED HIGH-K ITEMSETS (K=15 to K=19) FROM 214M TrEMBL MINING
L-760,dataset_multi_feature,"76,890,945",proteins in dataset,deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,3,"Total proteins in dataset: 76,890,945"
L-761,run_blitz_k_ge15_itemsets,"5,351",itemsets K>=15,deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,4,"Total itemsets K>=15: 5,351"
L-762,kdist_blitz_k19_count,1,itemsets at K=19,deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,8,K = 19  |  1 itemsets
L-763,pattern_k19_support,support 0.000002; ~187 proteins; K 19,K=19 itemset 1/1,deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,12,Support: 0.000002  |  Proteins: ~187  |  K: 19
L-764,pattern_k19_item_ids,"[1, 13, 23, 507, 508, 511, 517, 560, 594, 602, 604, 641, 677, 698, 724, 731, 794, 887, 906]",item ids (K=19 itemset),deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,13,"Item IDs: [1, 13, 23, 507, 508, 511, 517, 560, 594, 602, 604, 641, 677, 698, 724, 731, 794, 887, 906]"
L-765,pattern_k19_plddt_member,plddt_mean_med,pLDDT feature (K=19 itemset),deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,14,pLDDT features:  plddt_mean_med
L-766,pattern_k19_pfam_members,"PF00271, PF00270",Pfam (K=19 itemset),deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,15,"Pfam domains:    PF00271, PF00270"
L-767,pattern_k19_go_members,"GO:0005524, GO:0046872, GO:0003677, GO:0016887, GO:1990904, GO:0005730, GO:0005654, GO:0006397, GO:0045944, GO:0003724, GO:0043138, GO:0005813, GO:0008380, … (16 GO terms)",GO terms (K=19 itemset),deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,16,"GO terms: GO:0005524 [go_term], GO:0046872 [go_term], GO:0003677 [go_term], GO:0016887 [go_term], …"
L-768,kdist_blitz_k18_count,19,itemsets at K=18,deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,20,K = 18  |  19 itemsets
L-769,pattern_k18_support,support 0.000002; ~192 proteins,K=18 itemset 1/19,deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,24,Support: 0.000002  |  Proteins: ~192  |  K: 18
L-770,kdist_blitz_k17_count,173,itemsets at K=17,deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,175,K = 17  |  173 itemsets
L-771,pattern_k17_support,support 0.000008; ~611 proteins,K=17 itemset 1/173,deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,179,Support: 0.000008  |  Proteins: ~611  |  K: 17
L-772,kdist_blitz_k16_count,1003,itemsets at K=16,deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,1544,K = 16  |  1003 itemsets
L-773,kdist_blitz_k15_count,4155,itemsets at K=15,deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,9400,K = 15  |  4155 itemsets
L-774,kdist_blitz_k19_count,"K=19: 1 itemsets; support [0.000002, 0.000002]; proteins [187 - 187]",summary,deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,41661,"K=19:     1 itemsets | support range [0.000002, 0.000002] | proteins [187 - 187]"
L-775,kdist_blitz_k18_count,"K=18: 19 itemsets; support [0.000002, 0.000002]; proteins [187 - 192]",summary,deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,41662,"K=18:    19 itemsets | support range [0.000002, 0.000002] | proteins [187 - 192]"
L-776,kdist_blitz_k17_count,"K=17: 173 itemsets; support [0.000002, 0.000008]; proteins [187 - 611]",summary,deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,41663,"K=17:   173 itemsets | support range [0.000002, 0.000008] | proteins [187 - 611]"
L-777,kdist_blitz_k16_count,"K=16: 1003 itemsets; support [0.000002, 0.000008]; proteins [187 - 612]",summary,deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,41664,"K=16:  1003 itemsets | support range [0.000002, 0.000008] | proteins [187 - 612]"
L-778,kdist_blitz_k15_count,"K=15: 4155 itemsets; support [0.000001, 0.000009]; proteins [84 - 664]",summary,deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,41665,"K=15:  4155 itemsets | support range [0.000001, 0.000009] | proteins [84 - 664]"
L-779,run_blitz_k_ge15_itemsets,"1+19+173+1003+4155 = 5351; per-K support/protein ranges recomputed from all 5,351 'Support:' lines match the SUMMARY block exactly",consistency,deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,(derived),extractor check
L-780,run_blitz_k15_min_proteins,"84 proteins at K=15 minimum → support 84/76,890,945 = 1.09e-6",min protein count (K=15),deterministic,applications/alphafold/results_214m/decoded_top_k_patterns.txt,(derived),extractor check: lowest 'Proteins: ~84' in file (K=15)
L-781,dataset_metadata_rows,214M,proteins (title),deterministic,applications/alphafold/results_214m/GLOSSARY.md,1,# Biological Glossary - AlphaFold 214M Mining Results
L-782,dataset_metadata_rows,214 million,AlphaFold-predicted structures,deterministic,applications/alphafold/results_214m/GLOSSARY.md,3,frequent itemset mining of 214 million AlphaFold-predicted protein structures.
L-783,doc_glossary_high_k_threshold,K>=10; 2.84M,high-K threshold / itemsets (direct GPU),deterministic,applications/alphafold/results_214m/GLOSSARY.md,9,Domains listed here appear in high-K itemsets (K>=10) from the 2.84M direct GPU mining results.
L-784,doc_glossary_gpcr_drug_share_pct,~34%,FDA-approved drugs targeting GPCRs,external-fact,applications/alphafold/results_214m/GLOSSARY.md,13,~34% of FDA-approved drugs target GPCRs.
L-785,doc_glossary_sh2_domain,~100 aa; >100 human proteins,SH2 domain length / count,external-fact,applications/alphafold/results_214m/GLOSSARY.md,15,Src Homology 2 domain (~100 aa) … Over 100 human proteins contain SH2 domains.
L-786,doc_glossary_sh3_domain,~60 aa; ~300,SH3 domain length / count in human proteome,external-fact,applications/alphafold/results_214m/GLOSSARY.md,16,Src Homology 3 domain (~60 aa) … ~300 SH3 domains in the human proteome.
L-787,doc_glossary_c1_domain_length_aa,~50 aa,C1_1 domain length,external-fact,applications/alphafold/results_214m/GLOSSARY.md,18,Phorbol ester / diacylglycerol (DAG) binding domain (~50 aa).
L-788,doc_glossary_dbl_family_members,70,human Dbl-family members,external-fact,applications/alphafold/results_214m/GLOSSARY.md,21,70 human Dbl-family members.
L-789,run_blitz_itemsets,2.84M frequent itemsets; K=1-19,itemsets / K range,deterministic,applications/alphafold/results_214m/GLOSSARY.md,140,"*Generated from et-miner AlphaFold 214M protein mining results (2.84M frequent itemsets, K=1-19)."
L-790,meta_log_notebook_summary,"29 cells (19 code, 10 markdown); 1 stored output (cell 1 stream); execution_count None on all code cells; kernel '.venv (3.10.12)'",summary,software,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,(file),notebook stored without executed outputs except one print
L-791,dataset_multi_feature,76.9M--109M,proteins,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 0 (md),GPU-accelerated frequent itemset mining on 76.9M--109M proteins
L-792,run_opus_itemsets,26.8M itemsets; K=1--22,God Mode campaign,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 0 (md),"1K-feature ""God Mode"" campaign (26.8M itemsets, K=1--22)"
L-793,run_v35k_itemsets,16.8B itemsets; K=1--8,35K Alpha Centauri,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 0 (md),"35K-feature Alpha Centauri results (16.8B itemsets, K=1--8)"
L-794,run_v35k_n_transactions,76.9M (1K features) / 109.2M (35K features),proteins,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 0 (md),"UniProt TrEMBL + SwissProt, 76.9M proteins (1K features) / 109.2M proteins (35K features)"
L-795,hw_gpu_model,NVIDIA H100/H200,GPU,hardware-dependent,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 0 (md),"**Hardware:** NVIDIA H100/H200 GPUs, CSR bitvector encoding, Apriori with popcount-based support counting"
L-796,run_opus_time_min,7.3 minutes,God Mode mining time,hardware-dependent,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 0 (md),1K God Mode: 26.8M itemsets in 7.3 minutes (K=1--22)
L-797,run_v35k_itemsets,"16,812,646,639; 12.07B at K=8; 67 GB",itemsets / size,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 0 (md),"35K Alpha Centauri: **16,812,646,639 itemsets** (K=1--8), including 12.07B K=8 itemsets (67 GB)"
L-798,meta_log_notebook_input_paths,archived/alphafold/results_214m/itemsets_214m_godmode.parquet; item_mapping_214m.parquet,input paths (NOT present in repo),software,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 1 L40-41 (code),"GODMODE_PATH = REPO_ROOT / ""archived"" / ""alphafold"" / ""results_214m"" / ""itemsets_214m_godmode.parquet"""
L-799,run_opus_itemsets,26.8M rows,God Mode itemsets,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 1 L47 (code),"print(""Loading God Mode itemsets (26.8M rows)..."")"
L-800,vocab_items_defined,"1,006",item-mapping features,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 1 L51 (code),"print(""Loading item mapping (1,006 features)..."")"
L-801,dataset_multi_feature,"76,890,945",N_PROTEINS,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 1 L67 (code),"N_PROTEINS = son_data[""parameters""][""n_transactions""]  # 76,890,945"
L-802,meta_log_notebook_stored_output,"(stream) Loading God Mode itemsets (26.8M rows)... / Loading item mapping (1,006 features)...",only stored output,software,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 1 (output),the sole output in the notebook
L-803,k22_support,"K=22: 1 itemset, ~8 proteins",deepest itemset,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 2 L16 (code),"22: ""Deepest: 22-feature signature (1 itemset, ~8 proteins)"""
L-804,run_opus_support_pct,"76.9M proteins; 1,002 features (500 Pfam + 500 GO + 6 pLDDT); support >= 1e-7",God Mode params,method-parameter,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 2 L66 (code),"<sub>76.9M proteins, 1,002 features (500 Pfam + 500 GO + 6 pLDDT), support >= 1e-7</sub>"
L-805,doc_notebook_kdist_opus_bins,K=1--3: 527K; K=4--6: 5.8M; K=7--9: 10.1M (peak); K=10--14: 6.0M; K=15--22: 5.5K,itemsets per K range (God Mode),deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 3 (md),| K=1--3 | 527K | … | K=15--22 | 5.5K | … found in ~100--200 proteins each
L-806,kdist_opus_peak_count,K=9: 3.53M,peak K itemsets,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 3 (md),The **peak at K=9** (3.53M itemsets)
L-807,null_kge7_mean,0 at K>=7,null-model itemsets,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 3 (md),the null model produces **zero** itemsets at K >= 7.
L-808,doc_notebook_rank1_item_support_pct,59.6%,rank-1 item support (share of proteins),deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 4 L70 (code),"text=f""Rank 1: support={supports[0]:.4f} (59.6% of proteins)"""
L-809,null_kmax,dies at K=6; tail to K=22,null vs real K reach,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 5 (md),a **fundamentally different** distribution that dies at K=6. The real data's long tail extending to K=22
L-810,doc_notebook_k19_shared_features,16--17 of 19 features shared,K=19 itemsets overlap,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 9 (md),The K=19 itemsets are all minor variations of a single RNA helicase / spliceosome signature (sharing 16--17 of 19 features)
L-811,son_miss_rate_pct,"95.2% (453,019 of 475,865)",SON loss,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 11 L15 (code),"# The comparison shows SON lost 95.2% of itemsets (453,019 out of 475,865)"
L-812,run_power_son_itemsets,"SON 22,846 vs direct 475,865; SON max K 13, direct 14",SON vs direct,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 11 L25-26 (code),"# SON approximation: it found 22,846 total vs 475,865 direct / # SON max K = 13, Direct max K = 14"
L-813,run_power_direct_time_s,"475,865 itemsets in 50.7 s",direct GPU at 0.001%,hardware-dependent,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 12 (md),"**Direct GPU finds 475,865 itemsets** in 50.7 seconds"
L-814,run_power_son_time_s,"22,846 in 1,085.6 s; 21.4x slower",SON at 0.001%,hardware-dependent,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 12 (md),"**SON finds only 22,846** in 1,085.6 seconds (21.4x slower!)"
L-815,son_miss_rate_pct,95.2%,SON pattern loss,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 12 (md),"SON **loses 95.2%** of all patterns, primarily the high-K discoveries"
L-816,null_significance_line_z,Z=3.29 (p<0.001),significance line,method-parameter,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 13 L110 (code),# Significance line at Z=3.29 (p < 0.001)
L-817,null_k1_mean,"1,002/1,002",K=1 features real=null,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 14 (md),"**K=1:** Identical by construction (1,002/1,002 features, sanity check)"
L-818,null_k2_z,"Z = -987, -143",K=2--3 z-scores,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 14 (md),"**K=2--3:** Null **exceeds** real data (Z = -987, -143)."
L-819,null_k4_z,"Z = 3,791",K=4 z-score,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 14 (md),"**K=4:** Crossover point. Real data starts exceeding null (Z = 3,791)."
L-820,null_k5_z,"Z = 7,402",K=5 z-score,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 14 (md),"**K=5:** Strong enrichment (Z = 7,402)."
L-821,null_k6_z,"Z = 71,728; null 21.8 vs real 78,596",K=6,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 14 (md),"**K=6:** Extreme enrichment (Z = 71,728). Null barely reaches K=6 (21.8 itemsets vs 78,596 real)."
L-822,null_kge7_bio,"89,566",real itemsets at K>=7,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 14 (md),"Every single one of the 89,566 real itemsets at K >= 7 represents genuine biological organization"
L-823,run_v35k_itemsets,"16,812,646,639; 109.2M proteins; 35,012 features",35K campaign totals,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 15 (md),"**Mining complete.** 16,812,646,639 frequent itemsets mined across K=1--8 from 109.2M proteins with 35,012 features."
L-824,kdist_v35k_k1_count,"28,405",35K itemsets at K=1 (file size tiny),deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 15 (md),"| 1 | 28,405 | tiny |"
L-825,kdist_v35k_k2_count,"5,506,372",35K itemsets at K=2 (file size tiny),deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 15 (md),"| 2 | 5,506,372 | tiny |"
L-826,kdist_v35k_k3_count,"176,048,236",35K itemsets at K=3 (file size ~3 GB),deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 15 (md),"| 3 | 176,048,236 | ~3 GB |"
L-827,kdist_v35k_k4_count,"1,506,508,703",35K itemsets at K=4 (file size ~8 GB),deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 15 (md),"| 4 | 1,506,508,703 | ~8 GB |"
L-828,kdist_v35k_k5_count,"2,474,423,427",35K itemsets at K=5 (file size ~10 GB),deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 15 (md),"| 5 | 2,474,423,427 | ~10 GB |"
L-829,kdist_v35k_k6_count,"626,781,137",35K itemsets at K=6 (file size ~4 GB),deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 15 (md),"| 6 | 626,781,137 | ~4 GB |"
L-830,kdist_v35k_k7_count,"3,507,040,364",35K itemsets at K=7 (file size 16.6 GB),deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 15 (md),"| 7 | 3,507,040,364 | 16.6 GB |"
L-831,kdist_v35k_k8_count,"12,072,309,005",35K itemsets at K=8 (file size 67 GB),deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 15 (md),"| 8 | 12,072,309,005 | 67 GB |"
L-832,run_v35k_feature_groups,InterPro 12.7K; GO 5.8K; EC 1.1K; Keywords 15.2K; Taxonomy 175; Length 26; pLDDT 6,35K feature-group sizes,method-parameter,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 17 L13-19 (code),"GROUP_LABELS = {""interpro"": ""InterPro (12.7K)"", ""go_term"": ""GO (5.8K)"", ""ec_number"": ""EC (1.1K)"", ""keyword"": ""Keywords (15.2K)"", …"
L-833,kdist_v35k_k7_count,3_507_040_364,K=7 known count (35K),deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 21 L94 (code),"""n_total"": 3_507_040_364,  # known count"
L-834,run_v35k_itemsets,1: 28_405; 2: 5_506_372; 3: 176_048_236; 4: 1_506_508_703; 5: 2_474_423_427; 6: 626_781_137; 7: 3_507_040_364; 8: 12_072_309_005,KNOWN_COUNTS (from mining logs),deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 23 L9-16 (code),"# --- Known counts (from mining logs) --- KNOWN_COUNTS = {…}  # 16,812,646,639"
L-835,doc_notebook_rule_mining_params,"K=2-6; support > 1e-5; min_confidence=0.5 (1K); top 10K K=4, min_confidence=0.3 (35K)",rule-mining params,method-parameter,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 25 (code),"[1K] Rule candidates … (K=2-6, support > 1e-5) … min_confidence=0.5 … Generating 35K rules (min_confidence=0.3)"
L-836,run_opus_time_min,26.8M itemsets; 7.3 minutes; K=1--22; 76.9M proteins,God Mode scale,hardware-dependent,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 28 (md),"**Scale:** 26.8M itemsets mined in 7.3 minutes across K=1--22, from 76.9M proteins."
L-837,kdist_opus_peak_count,K=9: 3.53M,peak,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 28 (md),The K-distribution peaks at K=9 (3.53M itemsets)
L-838,null_kge7_bio,"89,566",patterns at K>=7,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 28 (md),"All 89,566 patterns at K >= 7 are **impossible** under the null hypothesis"
L-839,run_power_direct_vs_son_itemset_ratio,20.8x more itemsets; 21.4x less time,direct vs SON,hardware-dependent,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 28 (md),"Direct GPU mining finds 20.8x more itemsets than the SON approximation algorithm, in 21.4x less time."
L-840,pattern_k19_support,K=19 in ~187 proteins; K=22 in ~8 proteins,deep patterns,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 28 (md),The K=19 sentinel … found in ~187 proteins. The K=22 apex is a single 22-feature combination found in ~8 proteins
L-841,kdist_v35k_k8_pct,"16.8B (35K) vs 26.8M (1K); K=8 12.07B, 67 GB, 71.8%",combinatorial explosion,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 28 (md),"35K features produced 16.8B itemsets at K=1--8, compared to 26.8M at 1K features. K=8 alone (12.07B itemsets, 67 GB) represents 71.8%"
L-842,doc_notebook_v35k_growth_rates,K=8/K=7 = 3.4x; K=5/K=4 = 1.6x; K=7/K=6 = 5.6x,growth rates,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 28 (md),K=8/K=7 = 3.4x growth. K=5/K=4 = 1.6x (plateau). K=7/K=6 = 5.6x (re-explosion).
L-843,doc_notebook_v35k_k9_projection,30--40B+,projected K=9 itemsets,deterministic,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 28 (md),The 3.4x growth from K=7 to K=8 suggests K=9 could yield 30--40B+ itemsets.
L-844,meta_log_notebook_prepared_for,"February 2026; Prof. Alexandre Bonvin, Utrecht University",date / reviewer,software,applications/alphafold/experiments/analysis_alpha_centauri.ipynb,cell 28 (md),"*Prepared for review by Prof. Alexandre Bonvin, Utrecht University* *ET-miner | GPU-accelerated proteome mining | February 2026*"
L-845,meta_log_audit_goal_timestamp,2026-09-02T00:02Z,goal timestamp,software,PROGRESS.md,6,## Goal (set 2026-09-02T00:02Z by Et via /goal)
