uniprotAccession,globalMetricValue
A0A1N7A3K7,72.94
Q5V2E5,86.31
A0A0E3GTN4,94.94
A0A285FTC0,94.19
A0A1L3Q0D0,96.12
A0A285EL80,89.31
A0A1L5YIV3,72.62
A0A090I1T4,90.69
G1UFE6,71.38
A0A650CV42,85.19
A0A650DKG3,97.94
A0A150JDT5,64.19
A0A643K455,91.12
A0A0H5B2A3,66.62
A0A150JG10,50.38
A0A650CEP5,96.88
A0A650DJ82,97.88
Q0QMI4,70.94
A7E0N5,94.0
B5T8S8,73.69
A0A7H1KNH6,89.44
A0A7G9ZCE0,95.5
A1XW50,97.25
A0A650CWE5,94.38
A0A1B1TB23,96.38
A0A7G9Z7N9,66.69
A0A643K582,96.62
A0A7G9Z9T2,73.62
A0A7G9YJ51,94.0
A0A2J6N430,89.0
D6PC69,43.38
A0A7G9YEK0,46.34
A0A2J6N3E1,80.25
A0A7G9YTK8,97.75
A0A7G9Z0I5,90.56
A0A650CGL7,89.25
A0A650DJV7,97.94
A0A1B1TFN1,69.56
A0A1B1TET9,87.75
A0A075G8F0,94.88
A0A075G4J9,83.75
A0A075H4K6,93.5
A0A075H2D0,83.5
G3KDP4,63.59
R9XW01,67.88
D8J7H5,84.94
A0A1L5YJW3,97.88
A0A075GVR9,92.12
A0A075H867,93.94
A0A075FRZ9,77.44
A0A075FNS7,92.62
K4NS16,73.94
A0A1L3Q1Z1,87.56
B3T529,83.56
A0A160VTD4,93.12
A0A2L1C9X9,50.5
A0A075HD18,86.94
A0A075FIM5,73.94
A0A075FXH3,92.69
K4P0G1,87.25
A0A1H6AU70,86.56
A0A650DKI0,98.0
A0A161KAG4,84.75
A0A2R4RPC8,93.31
B3T8G1,89.44
A0A075H584,77.5
A0A075H8C4,94.88
A0A075HNN9,92.12
G3KDV9,77.44
A0A643K2J5,70.5
A0A650CJ29,92.44
A0A1L3Q4C5,87.0
B3V709,94.81
B3T6V2,64.88
A0A075H188,94.0
A0A075GBS9,71.0
A0A075GU77,94.81
A0A075FSE5,72.25
A0A1L5YK68,97.38
A0A160VT70,94.5
W6JQ18,98.25
A0A1L5YIW4,75.56
A0A075GL87,92.38
A0A075HQ64,93.88
E6N3W9,97.44
A0A1H6AVC0,90.0
A0A075GGW4,63.56
A0A075FQU4,78.81
A0A075FSU3,90.88
A0A075FP56,81.12
A0A1L3Q3T9,89.88
A0A2R2Y4H3,70.62
B3T7M8,95.88
A0A0F7P8R4,65.5
A0A7R9N5A2,95.94
V5L0H6,73.44
A5JHE4,97.5
A0A0F7P7X6,64.38
A0A285ENF3,89.12
A0A0A0VIP3,98.25
A0A1L3Q050,94.12
A0A0F7P9S8,86.69
A0A0A7V226,70.5
A0A0F7PBS3,87.81
A0A0F7PAH6,90.06
S5S7G8,71.69
A0A150JMB4,88.56
A0A1N7F636,43.91
P96085,84.5
A0A0F7PDZ6,93.56
A0A1Q1NAM3,97.94
A0A150JE69,96.06
B5B213,70.06
R9RIW1,83.12
F1A8V7,94.88
S6DM05,80.12
A0A5J6DFK0,74.38
A0A285G302,95.25
A0A0K0MTR6,70.62
E7QP62,80.44
A0A6C0UVT9,95.19
A0A1B1TG18,92.44
A0A1I0DZG7,53.16
A0A1D9C839,96.44
Q5W2P0,81.12
A0A6C0UTT8,87.81
A0A0K1SYJ6,92.75
Q5V2I2,94.25
A7U5N3,63.31
Q9C4N0,96.25
A0A1D8S5M9,87.44
C0LL04,97.75
A0A410HVX5,97.19
A0A0K0MTM7,71.38
A0A811TAZ2,92.31
A0A1B1TFB2,96.94
A0A6C0UVR1,89.81
A0A6C0UVA4,77.06
A0A1I6YEF8,90.62
A0A1I7AXP6,85.75
A4UY74,97.69
A0A0K1T4Y4,86.31
G4VWN2,74.94
C0LL02,97.75
A0A7J3QF78,96.06
A0A7J3I871,93.94
A0A0X8XJ22,97.56
A0A558GFK5,88.94
A0A7J3ZN17,72.81
A0A7J2U646,34.75
A0A7J2TIS3,94.5
A0A160VS83,97.5
D7DRG3,82.38
A0A101E2E8,88.62
A0A101IZZ5,55.53
A0A7J3SMB9,95.19
A0A7J3MY52,75.56
A0A7J3JRX1,86.75
A0A2L1CAW7,81.25
A0A7J2TBY3,47.47
A0A160VSK6,92.62
A0A830FVL1,57.06
A0A2K9YWI8,72.25
A0A7J3ZK77,96.25
A0A101FST6,93.25
A0A558G997,84.31
A0A7J3TI18,91.0
A0A7J3Z8Y7,92.44
A0A7J2U0Q5,45.56
A0A0K0MRD6,67.38
Q46BU7,93.75
A0A7J3MZU7,88.69
A0A7J3N0M7,88.38
A0A7J2U6W6,84.81
A0A1Q1NAV0,98.38
D0KTN6,84.94
A0A830FRF0,90.0
A0A832CU68,89.31
D0KVA8,95.81
A0A482TDL4,86.0
A0A7J3UZL0,86.62
A0A7J3UYM3,92.38
M9WQD1,97.69
A0A0X8XKU2,98.19
A0A7J3VS22,72.0
A0A7J3V0H6,90.38
A0A847UHQ8,81.75
A0A510N9G6,94.25
A0A101J0Z4,93.5
A0A023W456,98.31
A0A523BBK5,92.25
A0A090I569,88.5
W0JUB9,66.94
A0A101ISE8,88.94
A0A101IH94,90.88
R9RJQ8,83.12
A0A7J9S318,97.62
A0A7J3V1F1,92.19
A0A830F9A7,96.06
A0A523BBM0,92.12
F7PK31,74.75
A0A075H4W5,87.06
A0A075GHH0,64.81
A0A075GSD2,81.06
A0A075FP58,81.38
A0A075ICK0,95.75
B3V5R5,83.38
B3TCA7,47.38
A0A811T8D8,94.88
A0A075GXT2,93.25
A0A075FTZ1,91.56
D9CGC5,76.81
A0A1H6CG80,92.12
A0A075GEG3,96.0
A0A075GP22,94.0
A0A075I4G1,86.44
A0A075GMY3,82.56
D8J945,97.81
A0A1H5TWA4,79.44
U6A0V3,72.5
A0A410HWQ9,96.94
A0A075G464,93.31
A0A075H851,95.69
A0A075HJU5,97.75
A0A075GB97,90.38
A0A075I5R0,93.06
A0A075GGR7,94.19
D8J2X3,88.62
E7QRM0,71.38
A5HIH9,70.75
A0A075HBZ8,94.62
A0A075GA47,85.56
V5LBG2,71.19
A0A0G3U8K6,75.25
A0A520KGD9,94.81
A0A447IUA4,93.88
A0A075GST1,78.5
A0A075HA33,85.38
A0A075GV91,94.56
A0A075G987,91.0
R4I536,71.38
E7QPX9,89.88
A0A075GAJ9,95.62
A0A075H7Z6,83.12
A0A075H8I2,78.0
A0A075GL04,53.94
V6ASA4,76.38
D8J6G1,94.56
D8J8F9,84.69
Q5V3R5,86.12
A0A520KFK3,74.0
A0A520KFQ3,90.25
F7PIM8,91.5
A0A7J3Z780,93.0
A0A7J2TIN6,92.81
A0A2Z5FNL0,98.19
L0JH04,78.88
L0JQJ3,84.69
A0A0E3JTJ8,80.12
A0A7G9Z3R1,74.31
A0A7G9ZB38,83.0
A0A7G9YRB1,70.81
A0A1I0JH42,90.62
A0A1G6MV19,87.44
A0A1I6YR78,94.06
A0A7J3ZKA1,85.19
A0A7J3I5Y2,91.12
A0A0F2LQI8,88.81
B0F3D8,64.06
A0A1I0G5N4,83.5
A0A1H9ZUU7,92.69
A0A7J3MWH1,94.12
A0A7J3M1E3,95.75
A0A0E3JTW6,90.0
D0EH39,70.81
A0A7G9YZC9,88.88
A0A7J3QET6,78.38
A0A314ZY62,91.69
A0A0E3K9K6,75.44
I3R6Q3,85.19
A0A1I0CRF1,82.94
A0A0E3SD69,94.94
I3R3T6,90.94
A0A7G9Z2C6,93.5
A0A7G9Z392,93.69
B2YHK7,74.12
B0CMF9,96.94
A0A1I0FPS1,84.19
A0A1I6YK20,93.75
A0A7J3QEW0,88.12
A0A7J3Z6V1,91.44
L0AJ35,91.06
A0A0E3LP20,87.38
I3R8L6,72.12
I3R6F0,71.06
A0A1I6XYL1,90.5
A0A7J2U0L6,94.25
A0A124FBP5,77.81
A0A5N5UMF2,62.81
A0A7H1KNZ9,93.12
A0A7G9YW24,85.69
A0A7G9YIF5,95.06
A0A7G9YLG8,81.06
A0A5N5UG62,95.81
D0RCG6,97.31
H2CNP1,67.81
A0A0B5JPH5,72.25
A0A1H6CMY5,92.06
A0A101DZQ3,98.12
A0A101FT29,95.94
A0A558GCI6,61.16
A0A5N5UF51,93.94
A9A9X9,86.69
Q9UWN3,86.56
A0A7G9YYT7,43.72
A0A218KRX9,55.31
G9HNY2,94.69
Q5FAX9,98.19
A0A0U3GUG7,94.75
A0A0M9AG99,95.31
A0A5N5UDE9,86.38
A0A5N5UI46,87.5
A0A7G9Z552,68.62
A0A7G9YF87,64.12
A0A7G9YR29,65.44
A0A101DZS5,92.94
A0A5N5U9W7,84.5
A0A7G9YW21,94.12
I7CXP3,80.56
A0A220SWU8,85.56
A0A0F2LTD6,90.88
A0A7G9YKJ7,91.94
A0A0E3MDT2,89.38
A0A7G9YXP5,94.62
A0A2L1C9I0,96.94
E5LLD2,98.31
E4NTI2,91.75
A0A7C3YF57,73.19
A0A7C1CD73,88.81
A0A7C4NL80,95.38
A0A7C4H909,90.44
A0A7G9Z226,88.88
A0A7J3V039,55.84
A0A2L1CCC1,96.19
Q9UWS8,87.88
A0A7C4B9X6,87.44
A0A7C4BD37,88.69
A0A7C4JLD8,95.25
A0A7G9YCU4,92.69
A0A7J9NKA4,96.12
A0A2L1CBV8,94.44
Q9UZX8,86.94
E4NTK3,86.88
A0A7C3RK56,91.44
I3R8R5,95.94
A0A7G9Z0B9,88.0
A0A0A7V0N3,80.31
A0A0A7V682,91.56
A0A7J9NSI8,97.69
E5G738,74.25
E4NQY2,88.62
A0A7C5U5D8,91.38
I3R885,83.31
A0A7J4JH84,88.31
Q469V6,79.38
A9AAM4,90.25
G1CVK0,72.62
A0A7C3VMA9,70.56
A0A7C4D9J0,89.25
A0A0E3KA33,95.31
I3R3D0,94.81
A0A7G9YMK9,90.44
A0A1I0P3C1,69.31
A1XW39,73.44
A0A7C4NKP4,96.06
A0A7C1GP34,54.31
A0A7C3MEE0,81.19
I3R3L5,95.69
A0A7G9YQA2,96.31
A1XVY8,90.5
A0A2L1CBP3,84.06
A0A291L0M7,80.62
A0A088EA20,98.38
A0A088E948,92.06
Q5V4N9,95.19
E7QZH0,87.5
E7QZ80,82.56
A0A7J3SPE2,96.81
A0A7J3QD55,92.25
A0A0A7V0R8,88.62
A0A7J3THL0,78.06
A0A5J6DEX8,77.44
A0A1P8VLW4,63.28
S5ZGD7,90.31
A0A410HWC2,98.5
A0A1I0HV40,51.53
A0A7J3ZL09,79.12
A0A7J2U5J9,89.25
A0A150J2F5,86.75
A0A0A7V0F5,96.31
A0A523BCQ2,87.69
M9WRB1,94.56
A0A1G6KB17,86.5
A0A7J3I5S6,92.38
A0A7J3LZZ7,77.62
A0A0A7V820,83.75
A0A088E286,61.78
A0A0K1YB26,45.09
A0A2T9WLA5,88.5
S5RN76,95.94
A0A7J3ZLR7,86.69
A0A7J3JNH6,80.5
A0A7J3QG88,89.62
A0A7J3I9X4,84.69
A0A7J3M241,96.5
H8ZZ48,82.12
A0A088E4Z3,92.62
A0A1I0BMF4,96.75
A0A7J3I6V5,87.38
A0A7J3IA12,95.5
A0A7J3M5B5,93.88
A0A482TCH3,94.69
Q467T0,86.94
A5YT54,90.69
L0JKA2,90.69
L0AIC8,96.62
L0ADF0,87.94
A0A1H5T280,38.75
A0A7J9PD34,93.25
A0A7J9PCG5,90.0
A0A1H6CG78,90.81
A0A5Q2WWH7,73.12
A0A7J3VTI5,90.62
A5YSS7,68.88
E3UUN8,71.0
A0A023W526,98.44
A0A482TE09,82.25
A0A1H5YVU0,85.75
A0A7J9PS39,84.69
A0A7J9P8J6,86.19
A0A023UI98,98.5
A0A482T2N6,97.12
D3T124,83.19
H9TFM0,83.56
A0A2L1CAX0,75.62
Q46AI6,91.06
A0A482T7E3,88.19
A0A0B5J8H6,73.88
A0A7J9P040,62.75
A0A497F9H3,68.06
L0JH29,91.44
L0JJR7,89.0
A0A2D3I2G8,98.56
A0A1H6AMH3,75.38
A0A482THC6,84.81
A0A024BNQ5,71.75
A0A0A7V581,93.0
A0A315A1L4,86.19
L0JJT6,59.56
A0A075HCD6,97.0
A0A075H7Q1,92.69
A0A075HIN2,90.5
L0AFC6,86.25
A0A2D3I2H2,97.0
A0A2R2Y512,74.12
B3V695,96.44
A0A075G950,92.12
A0A075H6A5,92.62
A0A075GPF3,92.38
A0A075G2R3,90.81
D3SRN3,82.0
A5YT46,88.31
A0A7C4WEK7,85.44
A0A7C2Z9G9,93.81
A0A7C5YVM5,84.88
A0A7C4NMK1,93.81
A0A7C2VDE5,95.5
D3ST72,89.5
B0KXW3,98.44
A0A024BLT6,73.94
A0A077YVF8,76.69
A0A075GG00,92.88
A0A075HQ75,66.12
A0A075GL58,93.56
A0A075FP94,92.94
F5CNS8,72.94
F5CNM5,73.62
A0A2L1C9Z8,96.38
A0A7C1P1P4,96.06
A0A7C5XNP0,95.25
A0A7C4D8E2,95.25
A0A7C5YBR6,96.25
F7PMZ5,94.56
A0A075FMP6,85.12
A0A075G0M2,90.0
L0JSI8,88.88
D8JBD5,85.94
A0A075GM22,80.06
A0A075HB42,86.62
A0A075H5E8,94.75
A0A075FUK4,85.69
A0A075FPL7,91.5
F7PG79,95.25
Q467N0,61.75
A7Y302,96.88
A0A075G3E1,92.81
A0A7C1P1A1,96.81
A0A7C3SPA2,80.94
A0A7C5YYP1,89.19
L0JL50,87.06
A0A075EIZ7,70.25
A0A075G7F5,95.25
A0A075FHH8,93.44
A0A075GP15,90.38
A0A075GY97,37.28
A0A075FTB5,84.0
A0A023UIQ1,98.5
F7PM93,83.06
Q46C57,92.62
G1C125,88.31
A0A7C1ICM3,50.75
A0A7C2BL48,79.38
A0A075GVY5,87.0
A0A075HNB8,77.88
A0A075HY88,93.0
A0A075I849,79.31
A0A075I3W4,88.06
A0A2R2Y6P7,72.25
A0A075H7H1,92.88
A0A075HF53,76.69
A0A0F6Q7H8,87.69
D3SR04,95.94
A0A024BLQ7,75.25
F7PJG8,89.31
A0A7C5TET7,91.0
D3SYM7,96.62
A0A482SZ52,89.38
A0A075G9I8,90.69
A0A075HV79,72.5
A0A075G539,78.5
A0A075HYI6,87.38
A0A075H7P4,93.88
A0A075GSG5,91.31
A0A2L1CA53,84.88
A0A7C3UKQ2,87.5
A0A7C4D2M6,75.38
A0A7C5THY9,71.44
A0A075HCS0,58.31
A0A075FT50,51.44
A0A075HUR7,94.12
A0A0F6T1A1,90.88
L0JMS4,80.94
L0ANM0,95.31
D8J631,74.19
B3V6I5,89.25
A0A075HL82,74.5
D3SSU2,85.88
F7PNS6,97.62
Q46BP8,93.44
A0A7C3WTB5,89.19
A0A7C1IG49,84.5
A0A7C5XIR7,84.94
A0A7C5Q5S5,96.06
A0A0N0BN30,92.56
A0A5N5ULJ1,95.44
A0A1S7B363,98.5
A0A1I6Z044,93.12
A0A7J2U4X0,96.69
A0A7J3M1D9,92.5
A0A7J3XY52,91.81
E4NWF8,80.19
A0A7C1GTN4,90.94
A0A7C5QD62,77.69
A0A314ZX74,96.5
A0A345DZC8,69.62
A0A7C4S5X0,97.56
A0A7C4JNM6,89.06
A0A0N0BMN5,89.06
A0A1D8S4W1,78.75
A0A7J3M3J3,93.06
A0A7C5YYJ0,95.25
A0A7C2BKB3,95.62
A0A2Z2L319,77.69
L0JPQ1,79.38
A0A345E5X1,96.31
A0A0M4FLW7,98.19
A0A1D8S5W0,60.25
A0A7J3ZNL8,81.06
A0A7J3M0T0,93.5
A0A7C3YCL7,89.31
A0A7C3YFK2,86.81
A0A7C1CGZ5,95.88
A0A7C2FGW4,96.0
A0A157T1G2,95.31
B6S4L0,69.56
G1CTX0,74.06
A0A7C3YFD9,86.5
A0A7C3SK70,79.5
A0A7C5YUQ3,95.06
A0A7C5UTM2,81.94
A0A7C4H552,90.06
A0A7C2S8P9,96.38
A0A7C5U8F9,93.06
A0A7C5U4D5,89.94
A0A7C3IWT2,93.69
A0A5Q2WWL8,74.44
A0A7J3ZJG4,88.19
A0A7J2U587,31.55
A0A7J2TIP2,94.94
A0A7C4H2X6,85.69
A0A7C1CDR9,79.31
I2EC98,98.38
A0A7J2U3K9,92.88
A0A7C1E1Z1,87.31
A0A7C2VLW7,97.38
A0A7C4NL28,95.25
D3SY90,89.88
H9NM79,87.62
A0A371R4K1,88.38
A0A101GQ77,87.75
A6VIX1,96.0
A0A0M9AJT6,82.56
A0A5N5UHP1,88.94
D3SY51,75.88
A0A7J4IWF2,88.75
A0A5B8WEM3,71.88
A0A5B9DG34,83.06
A0A0B5G3H1,97.44
A0A345EB89,82.12
A6VIN6,93.62
U3MYB9,71.62
D0KSW0,95.62
A0A101DDN6,95.62
A9A7B9,92.12
C3S652,77.75
A0A7J9RYT3,92.56
A0A7J9S6Z9,88.19
A0A101ILU8,96.38
A0A558GBK8,92.81
A0A558GAD6,87.62
A0A371QVV5,77.5
A0A0M3VV87,62.0
B6V1I5,74.12
A0A0H4T600,47.41
A0A482TDD5,90.69
A0A5N5UKT2,92.19
Q2EMU5,88.56
A6VGH8,92.25
I6QPK5,75.19
A0A117KM54,90.0
D3SX11,87.88
D3T2C7,72.0
A0A7J4JF82,93.12
A0A1V0N398,83.56
A0A101FTJ0,96.44
A0A0N0BPE4,91.69
A9A7L7,88.31
A0A024BLC2,74.19
A0A497EXR3,90.88
A0A371R102,93.69
A0A558GDL5,78.5
A0A1H5WUI2,87.94
A0A285GI00,77.56
A0A1L3Q2T7,93.19
A0A075HZM6,93.56
A0A285FZZ8,80.38
L0JL38,87.69
A0A6C0UPL5,81.94
A0A6B7RDF9,74.56
A0A075GCL9,82.75
A0A075GLA8,92.94
A0A0F6Q7P0,76.75
A0A075H4I9,94.31
A0A075IGX8,94.94
A0A150JKJ8,91.88
A0A285FZT6,94.38
A0A075HGT4,95.44
A0A075HPP1,85.12
A0A075HTS6,93.12
A0A075GM21,81.88
A0A075GV85,87.06
A0A1H6BGH0,88.31
A0A075HKS0,92.19
A0A075FNE0,92.31
A0A075G8T9,90.12
A0A075HIK7,74.88
A0A0F7P7J2,95.56
A0A285G968,93.94
A0A1L3Q0Y3,74.88
L0AK57,83.31
A0A6C0UTN4,76.06
A0A075GXU0,91.94
A0A075GIY8,93.44
A0A075I446,87.19
A0A075I5X4,91.94
V6ARU9,91.06
G9MA97,71.38
A0A285GGH6,73.75
L0JQM1,92.06
A0A075IH01,92.19
A0A075GQV4,88.19
A0A0F8SRT6,94.88
A0A0F7PHL3,95.75
B3T444,96.94
A0A1L3Q4H1,95.06
A0A0A7V0Z5,94.81
A0A0A7V036,90.06
D8J553,90.25
D8J7X1,87.75
A0A7C2Z8S6,38.59
A0A7C4NLL0,93.44
A0A7C5LFH5,63.84
B3UZ37,74.88
A0A088E6P0,95.5
A0A088DAU3,98.5
W0JUP6,66.38
W5RRS0,64.81
E4NQT4,55.94
A0A7C4JMZ1,80.06
D8JCM6,77.06
A0A2D3I295,95.56
A0A285EMN8,64.12
A0A285G591,64.0
A0A7C5XH01,56.62
A0A7C3MAU9,97.44
A0A2R2Y6J0,68.75
L0CJQ3,98.25
D8JA41,71.44
E4NMB1,90.06
A0A7C5LD94,91.56
A0A7C5U5X5,82.5
B3T8D5,89.62
R4LBQ7,69.19
E4NS04,90.44
A0A7C4JJ74,94.62
T1YVZ7,74.38
A0A285GFU4,87.94
A0A090I3X5,95.38
A0A0A7V9A8,92.81
D8J6A5,83.38
E5KK16,69.62
E4NVE2,89.44
L0AMF6,92.31
A0A285ENA0,84.0
B5LRZ1,65.12
A0A088E6E0,93.94
A0A1H7SGX8,94.12
A0A1I0C5W1,94.81
A0A7J3JNJ7,97.31
A0A7J3I634,92.56
A9A6V2,62.03
A9LM20,76.5
A0A0Q2RFL0,96.56
A0A1G6YF23,72.56
A0A7J3M1W0,94.31
A0A7J2TJP8,85.75
A9AAL6,95.06
D3STR7,87.44
D3SUE8,78.0
A0A482T8E4,88.94
A9Q2F4,80.88
A0A0P9D5J9,87.0
A0A7J3THE7,87.12
A0A7J3ZLS3,89.06
A0A7J3JT41,86.94
A0A1V0N5H9,95.94
A0A1V0NA21,75.62
A0A024BP66,74.38
A9Z087,73.81
A0A7J3ZKW4,71.5
A0A7J3ZKQ7,94.5
A0A7J3Z8R9,84.31
A0A7J3M2K8,66.88
A0A7J3XZB5,90.88
A0A1V0N4Y3,95.56
D3T0U3,79.44
A0A345S5Z9,68.12
L7R8B5,75.38
A0A1D8S2G6,92.19
A0A1D8S6H7,96.75
A0A7J3QE50,94.0
A0A7J3JS20,93.44
A0A7J2U0Q6,92.5
A0A7J3M1W3,92.06
A0A024BMD0,68.25
A0A1D9C7L6,98.5
A0A7J3SMJ2,54.66
A0A7J3ZLM5,93.56
A0A7J3Z4K8,93.75
A0A7J3Z642,88.94
A6VFA8,91.0
A0A497F0F3,84.38
A0A0P9GZF7,83.62
A0A7C5TGK6,68.81
A0A7C4H2I9,89.0
A0A5Q2WW78,77.69
A0A7C4BCT1,83.88
A0A0M9AJK0,96.62
B6S3C5,72.56
M0IWA7,59.94
A0A1N7A9Z8,79.0
A0A7C1HW78,95.12
A0A7C5YTT7,84.88
A0A7C4BCS0,95.75
A0A7C3IS50,91.31
A0A0Q2MQU3,96.44
A0A0P9CT81,87.56
A0A7C2N6Z1,50.84
A0A7C3MAJ6,97.0
K0ICG4,40.78
A0A1N6ZYZ0,96.25
G1CVU2,73.88
A0A7C2ZP35,95.75
A0A7C4H9T7,94.31
A0A0N0BQ21,73.94
A0A1N5SD01,72.81
A0A0P9ERK8,87.62
H2EHX7,71.56
A0A285GGU9,96.19
A0A285ESG6,96.31
A0A7C3WSA6,87.44
A0A0P9CP15,95.62
A0A1N7AL20,94.94
A0A371QYC3,78.69
A0A120N307,97.69
A0A1V0N1I8,86.88
I1U460,71.38
A0A371QXB6,94.56
A0A150J272,96.88
L0JS96,86.62
A0A101IVJ8,77.38
A0A0Q2ULV6,88.38
Q649X1,75.0
A6VI54,93.38
L0JN54,94.31
L0AH50,89.75
A0A150IHD0,78.88
A0A2G9LJM5,89.56
D0KP09,52.25
D0KQ13,94.0
D3JVC9,57.09
A0A7C3YPB8,86.19
A0A7C4D3H6,96.31
A0A7C2ZV43,78.38
A0A7C3RBN5,87.06
A0A7C5Y7Y3,93.88
E4NSK7,91.38
A0A7C1E2F9,72.0
A0A7C1CFA1,93.94
A0A7C2BKK3,34.72
E4NVM2,68.19
A0A7C3J462,95.69
A0A2H4VB33,89.69
A0A1L3Q005,98.06
A0A1L3Q497,92.31
A0A7C4S4R0,93.12
A0A7C4FGM0,92.5
A0A7C3J2G2,94.0
A0A1V0N4C7,94.44
G1CU83,70.94
A0A7C4GZ96,93.31
A0A7C1CC56,88.62
A0A7C5QJD4,76.56
A0A7C4I725,49.91
A0A1L3Q1J9,95.06
E4NP13,77.38
E4NPE1,78.69
A0A7C1NYC9,88.5
A0A7C1GMD1,85.94
A0A7C5YS07,29.98
A0A7J3VTX6,93.0
A0A7J4KS18,41.88
H7BSG6,97.75
E4NPA0,89.31
A0A7C4H6P7,94.06
A0A7C5Q552,88.81
A0A7C3IS35,97.62
A0A7C1P0Z3,91.0
A0A7C4FFC0,90.88
A0A7C4FFT1,93.5
A0A7C3SPB1,93.81
A0A1N7BN33,89.25
A0A7C5XK36,62.88
A0A7C5YWN5,77.06
A0A7C4NTL4,92.56
I3RAY6,89.62
A0A7C4S5R5,84.25
A0A7C4BDB8,79.19
A0A7C4NNW2,78.0
A0A7C3MBX1,75.12
A0A7C3ESM3,71.38
A0A5B9DD30,68.25
A0A7C4H5V1,96.0
A0A7C5QEA0,87.38
A0A7C3NCI7,94.06
A0A7C4H690,93.44
A0A7C5TI10,97.62
A0A7C2ZNJ5,93.81
A0A7C2NEM3,90.25
A0A7C3VC87,90.5
A0A2H4VR91,90.31
A0A1L3Q3X6,89.06
G0WKT3,92.5
A0A7C3UCB3,82.56
A0A7C4FDL8,95.06
A0A7C3MET7,82.19
A0A0K1T5I3,89.5
A0A0K1YAT1,88.62
A0A0Q2XQ68,81.5
A0A0Q2M5S6,75.31
A0A060GQE8,98.31
M0J285,92.94
A0A345S5P2,70.25
A0A0Q2S2H4,93.62
A0A0H4TRB9,91.81
B0F2U7,61.0
I3R1M8,76.5
A0A2H4V6E8,83.5
A0A1L3PZM8,74.38
E5L8G8,86.44
A0A7C4FFE7,88.38
A0A7C3IX19,94.06
F7PIU2,86.06
A0A0A1EBP4,73.25
A0A1N7FTT1,87.75
A0A1N7CRA5,70.56
A0A650CTQ8,45.41
A0A650CYV4,54.97
A0A1Q1NAS2,97.5
E4NRU0,96.81
E4NPV9,50.19
A0A7C1IHK5,92.81
A0A7C4BCI8,92.81
A0A7C3F2A4,89.31
D3T1K9,85.12
F7PND0,95.25
A0A371R0I7,91.38
A0A1N6YSU9,92.81
A0A7C2FGY3,97.38
A0A7C5L6T6,95.88
A0A7D5XH95,74.0
D3STB6,48.38
A0A345ED16,84.06
A0A345E2Q7,95.62
A0A1L3Q1C0,83.88
A0A0D5CDZ5,88.44
A0A643K2N6,82.56
A0A7C2BKB4,90.31
A0A160VTD5,95.25
E5G9L0,74.81
A0A7C1T9Z6,89.0
A0A7C4JLI2,96.44
A0A7C3RCN7,90.5
A0A023R6M1,97.31
A0A1N5UB85,76.06
A0A0D5CTP9,74.44
A0A650CXW1,95.0
A0A7C1E0N2,91.94
A0A7C4JK39,96.81
A0A7C5QB13,89.81
A0A7C3J4S2,90.25
K7T8N7,73.94
D3T259,89.0
A0A497EYJ2,36.53
Q649M3,90.38
A0A160VPZ4,48.88
A0A285FYL2,60.59
A0A7C5QD05,88.56
A0A643JW63,96.0
A0A1V0N5N3,94.81
B1GTS3,98.0
A0A650CH15,91.94
B3V5T0,96.0
A7E090,90.88
C7S906,67.38
Q64AS6,92.94
A0A371R2A6,90.31
D8J8Z2,93.44
B3V5U5,91.62
G3G8M2,74.69
A0A2H4VQU3,91.31
A0A2H4VBM6,70.44
A0A1V0N358,94.75
A0A650CHC2,85.62
D8JCS9,89.62
L9YHY4,87.94
C7S8V0,69.31
A0A2R4RPK8,90.56
A0A650CE33,85.25
A7DZW1,87.44
Q3LCI9,90.0
B3TAX0,95.38
A6VGM2,86.56
A0A650DKC3,97.88
D8J6Y4,95.56
D8JAT8,74.75
G3KDA1,72.88
A0A643JWD4,96.88
A0A643JVR1,78.81
A0A060GVU2,98.31
A6XKA9,76.62
A0A643JV53,95.88
B6S3M5,69.06
A0A060PJZ1,70.69
A0A1I0M7R6,82.62
S4UB00,97.88
A0A1B1T9L5,79.69
A0A090JY14,94.5
A0A650CTH7,90.31
T1W1Y9,74.25
A0A2H4VDV3,84.62
A0A5N5U324,90.62
I3R8Y1,68.69
D6PCA8,47.53
A0A1B1T8T4,93.81
A0A088E9N3,92.88
I3R1H0,86.5
A0A650CUI8,96.88
H9TFG8,82.75
A0A0S1WEB3,92.25
Q9C4Y0,81.25
A0A510NA83,92.31
A0A643K572,91.5
A0A643JVN5,89.44
B6S3Y5,77.31
A0A088E2M8,87.69
A0A088E7I3,96.81
A0A0Q2UNS1,87.06
A0A0Q2REG9,70.0
D5JXH2,68.12
A0A650CV56,89.06
A0A0A7V2H1,82.81
A0A1B1TFD0,93.0
A0A097ICD4,84.69
A0A2Z2LAG0,73.12
A0A2H4VAB7,74.75
A0A059V6N3,92.88
A0A510N5F4,90.38
A0A1G6VEI8,74.12
A0A7J2U5B9,96.0
A0A7J3XZX6,95.0
A0A650CGD8,92.75
A0A1I6YGS9,88.44
A0A7J3X5J1,94.12
A0A7J2U150,88.56
A0A7J2U1L7,60.78
A0A7J2U667,50.22
A0A7J2U3U0,97.19
A0A1H5VVY9,88.69
A0A830FKS8,77.31
A0A7J3Z737,96.38
A0A7J3M383,90.88
A0A1D8S4X2,72.75
A0A7J3X9H8,83.44
